feature,importance
dist_to_ma5,0.6960094618203184
return_lag1,0.1549666227019823
return_lag2,0.11943739400842897
bb_pb,0.012889556140320958
macd_hist,0.007032593739935881
rolling_volatility,0.004083861504637148
rsi,0.0031484910435069695
bb_bandwidth,0.002432019040869164
