feature,importance
return_lag2,0.257358508919087
bb_bandwidth,0.25662135495594735
bb_pb,0.14317081985628283
macd_hist,0.14305072104074448
rolling_volatility,0.12802305059859154
dist_to_ma5,0.07177554462934678
return_lag1,0.0
rsi,0.0
