feature,importance
dist_to_ma5,0.6953020180050455
return_lag1,0.15641730003899357
return_lag2,0.11761539833118716
bb_pb,0.009904159102730148
bb_bandwidth,0.007056801600081699
macd_hist,0.0063580097481532125
rolling_volatility,0.005248919606823676
rsi,0.002097393566985024
