feature,importance
dist_to_ma5,0.035148630346578294
return_lag1,0.01635653416792812
return_lag2,0.01166502699297015
macd_hist,0.0025302717966573032
bb_bandwidth,0.00018182494582561978
rsi,0.00016665343210671424
rolling_volatility,2.827116074698491e-05
