feature,importance
dist_to_ma5,0.015775938455649785
return_lag1,0.006808302958896502
return_lag2,0.005110811789665679
macd_hist,0.0008812305578934922
rolling_volatility,0.00018295118473122724
rsi,0.0001057559713061307
bb_bandwidth,3.686982776786161e-05
