feature,importance
dist_to_ma5,0.7113600196582373
return_lag1,0.15220561840516544
return_lag2,0.11339101053507415
macd_hist,0.008336213090386159
bb_pb,0.006050482133836871
bb_bandwidth,0.005609868785870677
rsi,0.0030467873914294917
