feature,importance
return_lag1,0.16809143257431358
macd_hist,0.1584081386859063
rsi,0.12925725575104663
bb_pb,0.12294772431538757
bb_bandwidth,0.11400169415330785
dist_to_ma5,0.11134281852966077
rolling_volatility,0.09835475832827335
return_lag2,0.09759617766210396
