feature,importance
dist_to_ma5,0.6829845720903397
return_lag1,0.15917714384718362
return_lag2,0.129171037574644
bb_pb,0.007470376730598537
bb_bandwidth,0.006927979864234476
macd_hist,0.005751038824724025
rolling_volatility,0.005672404890462742
rsi,0.00284544617781292
