feature,importance
dist_to_ma5,0.03408997201429972
return_lag1,0.015936290059295675
return_lag2,0.011731360294810422
macd_hist,0.002263676466459085
bb_bandwidth,0.0004756750193189262
rolling_volatility,8.926123286936142e-05
rsi,4.894790592792266e-05
