feature,importance
bb_bandwidth,0.18915279441087235
return_lag1,0.18854418293921085
rolling_volatility,0.1464851903435705
return_lag2,0.11605578428007036
dist_to_ma5,0.1128214230094083
rsi,0.10541177777826873
bb_pb,0.0830991557943727
macd_hist,0.05842969144422612
