feature,importance
dist_to_ma5,0.7083984096978618
return_lag1,0.11992925869240205
return_lag2,0.11254398853936673
bb_pb,0.03395017044123764
macd_hist,0.008112319614788385
rolling_volatility,0.007031950926546926
bb_bandwidth,0.005454776515673056
rsi,0.0045791255721233225
