feature,importance
return_lag2,0.2400598134094913
return_lag1,0.19831207776583504
dist_to_ma5,0.18633909957931996
bb_bandwidth,0.10605584818880626
rolling_volatility,0.09487351619056174
macd_hist,0.07649121620199559
rsi,0.05764975684833326
bb_pb,0.0402186718156568
