feature,importance
dist_to_ma5,0.13592066
macd_hist,0.13392666
return_lag2,0.12783958
return_lag1,0.12729383
bb_bandwidth,0.1261578
bb_pb,0.117631756
rsi,0.11672034
rolling_volatility,0.11450948
