feature,importance
bb_bandwidth,0.34189467919655225
return_lag1,0.17017453782480044
return_lag2,0.14300460706017576
rsi,0.12469280046080825
dist_to_ma5,0.11566474868909671
bb_pb,0.090597548641725
macd_hist,0.01397107812684153
