feature,importance
dist_to_ma5,0.01376009537913037
return_lag1,0.0073596864743944515
return_lag2,0.0046576604586395665
macd_hist,0.001352121991332095
rsi,0.00035428804963903455
bb_bandwidth,0.00014598680367476478
rolling_volatility,3.60375029892202e-05
