feature,importance
dist_to_ma5,0.6857465810665738
return_lag1,0.1712654105712349
return_lag2,0.08176478067355553
macd_hist,0.02856887807378356
rolling_volatility,0.011369836596582205
bb_bandwidth,0.00942659248430965
bb_pb,0.007242815622455513
rsi,0.004615104911504772
