feature,importance
dist_to_ma5,0.0327643353943632
return_lag1,0.015789200151665853
return_lag2,0.011085483040135704
macd_hist,0.0014650642485855838
rsi,0.0008125220583139027
bb_bandwidth,0.0005950580108461281
rolling_volatility,4.517838205017849e-05
