feature,importance
bb_pb,0.1886454802129854
rsi,0.18154186518034893
return_lag1,0.16204377592564062
bb_bandwidth,0.12489128264351987
macd_hist,0.11591622291547095
dist_to_ma5,0.09562375430286424
rolling_volatility,0.07531065102943885
return_lag2,0.056026967789731145
