"Date","Price","Open","High","Low","Change %"
"02/20/2026","25.396","25.391","25.396","25.391","0.00%"
"02/19/2026","25.396","25.391","25.396","25.391","0.00%"
"02/18/2026","25.397","25.392","25.397","25.392","0.01%"
"02/17/2026","25.395","25.390","25.395","25.390","0.01%"
"02/16/2026","25.392","25.675","25.675","25.392","-1.11%"
"02/13/2026","25.678","26.638","26.639","25.678","-3.61%"
"02/12/2026","26.639","26.638","26.639","26.638","0.02%"
"02/11/2026","26.634","26.728","26.728","26.634","-0.35%"
"02/10/2026","26.727","26.726","26.727","26.726","0.01%"
"02/09/2026","26.725","26.720","26.725","26.720","0.03%"
"02/06/2026","26.718","26.717","26.718","26.717","0.00%"
"02/05/2026","26.718","26.717","26.718","26.717","0.01%"
"02/04/2026","26.714","26.713","26.714","26.713","0.01%"
"02/03/2026","26.712","26.711","26.712","26.711","0.01%"
"02/02/2026","26.710","26.704","26.710","26.704","0.03%"
"01/30/2026","26.702","26.701","26.702","26.701","0.00%"
"01/29/2026","26.702","26.701","26.702","26.701","0.01%"
"01/28/2026","26.699","26.698","26.699","26.698","0.01%"
"01/27/2026","26.697","26.696","26.697","26.696","10.60%"
"01/26/2026","24.139","24.531","24.531","24.139","-1.60%"
"01/23/2026","24.531","24.563","24.847","24.529","0.01%"
"01/22/2026","24.529","24.563","24.563","24.529","-0.14%"
"01/21/2026","24.563","24.499","24.563","24.499","0.26%"
"01/20/2026","24.499","24.571","24.571","24.499","-0.29%"
"01/19/2026","24.571","24.588","24.588","24.571","-0.07%"
"01/16/2026","24.588","24.481","24.821","24.481","0.00%"
"01/15/2026","24.588","24.481","24.588","24.481","0.43%"
"01/14/2026","24.482","24.550","24.550","24.482","-0.28%"
"01/13/2026","24.550","24.556","24.556","24.550","-0.03%"
"01/12/2026","24.557","24.593","24.593","24.557","-0.15%"
"01/09/2026","24.593","24.628","24.821","24.593","0.00%"
"01/08/2026","24.594","24.628","24.628","24.594","-0.14%"
"01/07/2026","24.628","24.628","24.628","24.628","0.00%"
"01/06/2026","24.629","24.590","24.629","24.590","0.16%"
"01/05/2026","24.589","24.773","24.773","24.589","-0.74%"
"01/02/2026","24.773","24.780","25.068","24.768","0.00%"
"01/01/2026","24.773","24.769","24.773","24.769","0.02%"
"12/31/2025","24.768","24.780","24.780","24.768","-0.05%"
"12/30/2025","24.780","24.819","24.819","24.780","-0.16%"
"12/29/2025","24.819","25.259","25.259","24.819","-1.75%"
"12/25/2025","25.260","25.273","25.273","25.260","-0.05%"
"12/24/2025","25.272","25.347","25.347","25.272","-0.30%"
"12/23/2025","25.347","25.243","25.347","25.243","0.42%"
"12/22/2025","25.242","25.403","25.403","25.242","-0.64%"
"12/19/2025","25.405","25.494","25.625","25.404","0.00%"
"12/18/2025","25.404","25.494","25.494","25.404","-0.35%"
"12/17/2025","25.494","25.447","25.494","25.447","0.18%"
"12/16/2025","25.447","25.403","25.447","25.403","0.17%"
"12/15/2025","25.404","25.616","25.616","25.404","-0.83%"
"12/12/2025","25.616","25.493","25.834","25.493","0.00%"
"12/11/2025","25.616","25.493","25.616","25.493","0.49%"
"12/10/2025","25.491","25.402","25.491","25.402","0.35%"
"12/09/2025","25.402","25.262","25.402","25.262","0.56%"
"12/08/2025","25.261","25.521","25.521","25.261","-1.02%"
"12/05/2025","25.521","25.370","25.735","25.370","0.00%"
"12/04/2025","25.521","25.370","25.521","25.370","0.59%"
"12/03/2025","25.371","25.597","25.597","25.371","-1.58%"
"12/02/2025","25.778","25.382","25.778","25.382","1.56%"
"12/01/2025","25.381","25.597","25.597","25.381","-0.84%"
"11/28/2025","25.597","25.618","25.833","25.597","0.00%"
"11/27/2025","25.597","25.618","25.618","25.597","-0.09%"
"11/26/2025","25.619","25.623","25.623","25.619","-0.01%"
"11/25/2025","25.622","25.543","25.622","25.543","0.30%"
"11/24/2025","25.545","25.591","25.591","25.545","-0.18%"
"11/21/2025","25.591","25.526","25.824","25.526","0.00%"
"11/20/2025","25.592","25.526","25.592","25.526","0.27%"
"11/19/2025","25.524","25.744","25.744","25.524","-0.85%"
"11/18/2025","25.743","25.524","25.743","25.524","0.85%"
"11/17/2025","25.525","25.551","25.551","25.525","-0.11%"
"11/14/2025","25.552","25.614","25.778","25.551","0.00%"
"11/13/2025","25.551","25.614","25.614","25.551","-0.25%"
"11/12/2025","25.614","25.550","25.614","25.550","0.25%"
"11/11/2025","25.551","25.513","25.551","25.513","0.15%"
"11/10/2025","25.513","25.604","25.604","25.513","-0.36%"
"11/07/2025","25.605","25.658","25.827","25.605","0.00%"
"11/06/2025","25.605","25.658","25.658","25.605","-0.21%"
"11/05/2025","25.659","25.599","25.659","25.599","0.23%"
"11/04/2025","25.599","25.563","25.599","25.563","0.14%"
"11/03/2025","25.563","25.657","25.657","25.563","-0.36%"
"10/31/2025","25.656","25.626","25.876","25.626","-0.01%"
"10/30/2025","25.658","25.626","25.658","25.626","0.12%"
"10/29/2025","25.626","25.467","25.626","25.467","0.62%"
"10/28/2025","25.468","25.453","25.468","25.453","0.06%"
"10/27/2025","25.454","25.446","25.454","25.446","-1.38%"
"10/24/2025","25.811","25.823","26.055","25.811","0.00%"
"10/23/2025","25.811","25.823","25.823","25.811","-0.05%"
"10/22/2025","25.823","25.749","25.823","25.749","0.29%"
"10/21/2025","25.749","25.719","25.749","25.719","0.12%"
"10/20/2025","25.719","25.738","25.738","25.719","-0.07%"
"10/17/2025","25.738","25.608","25.977","25.608","0.00%"
"10/16/2025","25.738","25.608","25.738","25.608","0.50%"
"10/15/2025","25.609","25.603","25.609","25.603","0.02%"
"10/14/2025","25.604","25.558","25.604","25.558","0.17%"
"10/13/2025","25.560","25.560","25.560","25.560","-0.01%"
"10/10/2025","25.563","25.594","25.794","25.562","0.00%"
"10/09/2025","25.562","25.594","25.594","25.562","-0.13%"
"10/08/2025","25.594","25.667","25.667","25.594","-0.28%"
"10/07/2025","25.667","25.616","25.667","25.616","0.20%"
"10/06/2025","25.616","25.925","25.925","25.616","-1.20%"
"10/03/2025","25.926","25.909","26.155","25.909","0.00%"
"10/02/2025","25.925","25.909","25.925","25.909","0.06%"
"10/01/2025","25.909","25.910","25.910","25.909","0.00%"
"09/30/2025","25.910","25.785","25.910","25.785","0.48%"
"09/29/2025","25.786","26.006","26.006","25.786","-0.85%"
"09/26/2025","26.006","25.836","26.231","25.836","0.00%"
"09/25/2025","26.005","25.836","26.005","25.836","0.66%"
"09/24/2025","25.835","25.784","25.835","25.784","0.19%"
"09/23/2025","25.785","25.589","25.785","25.589","0.76%"
"09/22/2025","25.591","25.676","25.676","25.591","-0.33%"
"09/19/2025","25.677","25.678","25.896","25.677","0.00%"
"09/18/2025","25.677","25.678","25.678","25.677","0.00%"
"09/17/2025","25.678","25.624","25.678","25.624","0.21%"
"09/16/2025","25.624","25.695","25.695","25.624","-2.33%"
"09/15/2025","26.235","25.982","26.235","25.982","0.97%"
"09/12/2025","25.983","25.991","26.246","25.982","0.00%"
"09/11/2025","25.982","25.991","25.991","25.982","-0.04%"
"09/10/2025","25.992","26.000","26.000","25.992","-0.03%"
"09/09/2025","26.001","25.940","26.001","25.940","0.24%"
"09/08/2025","25.940","26.079","26.079","25.940","-0.53%"
"09/05/2025","26.078","25.941","26.421","25.941","0.00%"
"09/04/2025","26.078","26.078","26.078","26.078","0.00%"
"09/03/2025","26.077","25.941","26.077","25.941","0.52%"
"09/02/2025","25.941","25.709","25.941","25.709","0.91%"
"09/01/2025","25.708","26.312","26.312","25.708","-2.29%"
"08/29/2025","26.311","26.320","26.566","26.311","0.00%"
"08/28/2025","26.311","26.320","26.320","26.311","-0.03%"
"08/27/2025","26.320","26.330","26.330","26.320","-0.04%"
"08/26/2025","26.330","26.208","26.330","26.208","0.46%"
"08/25/2025","26.209","26.638","26.638","26.209","-1.61%"
"08/22/2025","26.638","26.667","26.889","26.637","0.00%"
"08/21/2025","26.637","26.667","26.667","26.637","-0.11%"
"08/20/2025","26.667","26.622","26.667","26.622","0.18%"
"08/19/2025","26.620","26.468","26.620","26.468","0.57%"
"08/18/2025","26.469","26.607","26.607","26.469","-0.52%"
"08/15/2025","26.607","26.596","26.854","26.596","0.00%"
"08/14/2025","26.608","26.596","26.608","26.596","0.04%"
"08/13/2025","26.597","26.349","26.597","26.349","0.93%"
"08/12/2025","26.351","26.305","26.351","26.305","0.17%"
"08/11/2025","26.305","26.859","26.859","26.305","-2.07%"
"08/08/2025","26.860","26.671","27.103","26.671","0.00%"
"08/07/2025","26.859","26.671","26.859","26.671","0.70%"
"08/06/2025","26.671","26.517","26.671","26.517","0.58%"
"08/05/2025","26.517","26.438","26.517","26.438","0.30%"
"08/04/2025","26.439","26.296","26.439","26.296","0.54%"
"08/01/2025","26.297","26.150","26.530","26.150","0.00%"
"07/31/2025","26.296","26.150","26.296","26.150","0.56%"
"07/30/2025","26.150","26.175","26.175","26.150","-0.09%"
"07/29/2025","26.174","26.054","26.174","26.054","0.46%"
"07/28/2025","26.054","25.842","26.054","25.842","0.82%"
"07/25/2025","25.842","25.619","25.842","25.619","0.87%"
"07/24/2025","25.619","25.619","25.619","25.619","-1.15%"
"07/23/2025","25.916","25.665","25.916","25.665","0.80%"
"07/22/2025","25.711","25.665","25.711","25.665","0.18%"
"07/21/2025","25.665","25.764","25.764","25.665","-0.39%"
"07/18/2025","25.765","25.357","25.983","25.357","0.00%"
"07/17/2025","25.764","25.357","25.764","25.357","1.61%"
"07/16/2025","25.355","25.557","25.557","25.355","-0.79%"
"07/15/2025","25.557","25.211","25.557","25.211","1.37%"
"07/14/2025","25.212","25.135","25.212","25.135","0.30%"
"07/11/2025","25.136","25.116","25.345","25.116","0.00%"
"07/10/2025","25.135","25.116","25.135","25.116","0.08%"
"07/09/2025","25.116","25.075","25.116","25.075","-4.33%"
"07/08/2025","26.253","25.915","26.253","25.915","1.30%"
"07/07/2025","25.915","25.991","25.991","25.915","1.27%"
"07/04/2025","25.590","25.992","26.250","25.992","-1.55%"
"07/03/2025","25.992","25.992","25.992","25.992","1.57%"
"07/02/2025","25.590","26.017","26.017","25.992","-0.43%"
"07/01/2025","25.700","26.435","26.471","26.102","-1.27%"
"06/30/2025","26.030","26.435","26.435","26.435","-0.04%"
"06/27/2025","26.040","26.462","26.776","26.435","-1.50%"
"06/26/2025","26.437","26.437","26.437","26.437","1.56%"
"06/25/2025","26.030","26.462","26.462","26.435","-0.12%"
"06/24/2025","26.060","26.322","26.461","26.322","0.54%"
"06/23/2025","25.920","26.242","26.322","26.242","0.31%"
"06/20/2025","25.840","26.131","26.489","26.131","0.00%"
"06/19/2025","25.840","26.131","26.241","26.131","0.43%"
"06/18/2025","25.730","26.190","26.190","26.130","-0.23%"
"06/17/2025","25.790","25.951","26.190","25.951","0.94%"
"06/16/2025","25.550","25.874","25.951","25.874","0.31%"
"06/13/2025","25.470","25.874","26.115","25.874","0.00%"
"06/12/2025","25.470","25.874","25.884","25.874","0.00%"
"06/11/2025","25.470","25.852","25.874","25.852","0.08%"
"06/10/2025","25.450","25.806","25.851","25.806","-1.08%"
"06/09/2025","25.728","25.728","25.728","25.728","1.29%"
"06/06/2025","25.400","25.617","26.117","25.617","-2.46%"
"06/05/2025","26.040","26.040","26.040","26.040","2.52%"
"06/04/2025","25.400","25.617","25.805","25.617","0.71%"
"06/03/2025","25.220","25.519","25.617","25.519","0.40%"
"06/02/2025","25.120","25.320","25.520","25.320","0.80%"
"05/30/2025","24.920","25.389","25.545","25.320","0.00%"
"05/29/2025","24.920","25.389","25.389","25.320","-0.28%"
"05/28/2025","24.990","25.262","25.388","25.262","0.52%"
"05/27/2025","24.860","25.179","25.264","25.179","0.32%"
"05/26/2025","24.780","25.263","25.263","25.179","-0.32%"
"05/23/2025","24.860","25.211","25.483","25.211","0.00%"
"05/22/2025","24.860","25.211","25.263","25.211","0.20%"
"05/21/2025","24.810","25.212","25.212","25.212","0.08%"
"05/20/2025","24.790","25.053","25.189","25.053","0.57%"
"05/19/2025","24.650","25.113","25.113","25.053","-0.24%"
"05/16/2025","24.710","25.066","25.327","25.066","0.00%"
"05/15/2025","24.710","25.066","25.113","25.066","0.20%"
"05/14/2025","24.660","24.975","25.066","24.975","0.33%"
"05/13/2025","24.580","25.037","25.037","24.977","-0.24%"
"05/12/2025","24.640","24.927","25.036","24.927","0.45%"
"05/09/2025","24.530","24.588","25.136","24.588","0.00%"
"05/08/2025","24.530","24.588","24.927","24.588","1.41%"
"05/07/2025","24.190","24.625","24.625","24.589","-4.50%"
"05/06/2025","25.330","25.366","25.732","25.366","1.44%"
"05/05/2025","24.970","25.051","25.368","25.051","1.30%"
"05/02/2025","24.650","25.051","25.375","25.051","0.00%"
"04/30/2025","24.650","25.051","25.051","25.051","0.00%"
"04/29/2025","24.650","25.895","25.895","25.052","-3.33%"
"04/28/2025","25.500","26.350","26.350","25.896","-1.73%"
"04/25/2025","25.950","26.338","26.599","26.338","0.04%"
"04/23/2025","25.940","26.326","26.338","26.326","0.08%"
"04/22/2025","25.920","26.315","26.325","26.315","0.15%"
"04/18/2025","25.880","26.450","26.693","26.284","0.00%"
"04/17/2025","25.880","26.450","26.450","26.285","-0.65%"
"04/16/2025","26.050","26.440","26.451","26.440","0.04%"
"04/15/2025","26.040","26.427","26.439","26.427","0.04%"
"04/14/2025","26.030","26.384","26.427","26.384","0.19%"
"04/11/2025","25.980","26.379","26.713","26.379","-0.35%"
"04/10/2025","26.070","26.379","26.474","26.379","0.35%"
"04/09/2025","25.980","25.615","26.379","25.615","3.05%"
"04/08/2025","25.210","25.501","25.616","25.501","0.44%"
"04/07/2025","25.100","25.406","25.501","25.406","0.40%"
"04/04/2025","25.000","25.394","25.631","25.394","0.00%"
"04/03/2025","25.000","25.394","25.405","25.394","0.04%"
"04/02/2025","24.990","25.382","25.395","25.382","0.89%"
"03/28/2025","24.770","24.889","25.610","24.889","-0.28%"
"03/27/2025","24.840","24.889","25.242","24.889","1.43%"
"03/26/2025","24.490","24.877","24.890","24.877","0.04%"
"03/25/2025","24.480","24.867","24.878","24.867","0.04%"
"03/24/2025","24.470","25.367","25.367","24.866","-2.00%"
"03/21/2025","24.970","25.361","25.584","25.361","0.00%"
"03/20/2025","24.970","25.361","25.368","25.361","0.04%"
"03/19/2025","24.960","25.354","25.360","25.354","0.04%"
"03/18/2025","24.950","25.347","25.354","25.347","-1.34%"
"03/17/2025","25.290","26.646","26.646","25.687","-3.62%"
"03/14/2025","26.240","26.631","26.904","26.631","-0.04%"
"03/13/2025","26.250","26.631","26.646","26.631","0.08%"
"03/12/2025","26.230","26.618","26.632","26.618","0.04%"
"03/11/2025","26.220","26.601","26.617","26.601","0.08%"
"03/10/2025","26.200","26.348","26.603","26.348","0.96%"
"03/07/2025","25.950","26.334","26.597","26.334","0.00%"
"03/06/2025","25.950","26.334","26.348","26.334","0.08%"
"03/05/2025","25.930","26.319","26.333","26.319","0.04%"
"03/04/2025","25.920","26.306","26.320","26.306","0.04%"
"03/03/2025","25.910","26.112","26.307","26.112","0.78%"
"02/28/2025","25.710","26.101","26.353","26.101","0.00%"
"02/27/2025","25.710","26.101","26.111","26.101","0.04%"
"02/26/2025","25.700","26.089","26.101","26.089","0.04%"
"02/25/2025","25.690","26.079","26.090","26.079","0.04%"
"02/24/2025","25.680","26.007","26.080","26.007","0.27%"
"02/21/2025","25.610","25.996","26.242","25.996","0.04%"
"02/20/2025","25.600","25.996","26.006","25.996","0.00%"
"02/19/2025","25.600","25.987","25.997","25.987","0.04%"
"02/18/2025","25.590","25.978","25.988","25.978","0.04%"
"02/17/2025","25.580","25.826","25.978","25.826","0.59%"
"02/14/2025","25.430","25.816","26.055","25.816","0.04%"
"02/13/2025","25.420","25.816","25.826","25.816","0.00%"
"02/12/2025","25.420","25.807","25.816","25.807","0.08%"
"02/11/2025","25.400","25.795","25.805","25.795","0.04%"
"02/10/2025","25.390","25.656","25.796","25.656","0.51%"
"02/07/2025","25.260","25.649","25.880","25.649","0.00%"
"02/06/2025","25.260","25.649","25.657","25.649","0.04%"
"02/05/2025","25.250","25.638","25.648","25.638","0.04%"
"02/04/2025","25.240","25.630","25.639","25.630","0.04%"
"02/03/2025","25.230","25.531","25.629","25.531","0.40%"
"01/31/2025","25.130","25.521","25.749","25.521","0.00%"
"01/30/2025","25.130","25.521","25.531","25.521","0.04%"
"01/29/2025","25.120","25.514","25.522","25.514","0.04%"
"01/28/2025","25.110","25.504","25.514","25.504","0.04%"
"01/27/2025","25.100","25.613","25.613","25.505","-0.71%"
"01/24/2025","25.280","25.729","25.900","25.613","0.28%"
"01/23/2025","25.210","25.729","25.729","25.613","-1.25%"
"01/22/2025","25.530","25.983","25.983","25.928","-0.20%"
"01/21/2025","25.580","26.111","26.111","25.983","-0.51%"
"01/20/2025","25.710","26.378","26.378","26.112","-1.04%"
"01/17/2025","25.980","26.381","26.617","26.377","0.00%"
"01/16/2025","25.980","26.381","26.381","26.378","0.00%"
"01/15/2025","25.980","26.393","26.393","26.381","-0.04%"
"01/14/2025","25.990","26.412","26.412","26.393","-0.08%"
"01/13/2025","26.010","26.414","26.414","26.410","0.00%"
"01/10/2025","26.010","26.323","26.647","26.323","0.00%"
"01/09/2025","26.010","26.323","26.413","26.323","-1.19%"
"01/08/2025","26.322","26.339","26.339","26.322","-0.06%"
"01/06/2025","26.339","26.382","26.382","26.339","-0.16%"
"01/03/2025","26.382","26.603","26.611","26.382","0.00%"
"01/02/2025","26.382","26.603","26.603","26.382","-0.83%"
"12/31/2024","26.603","27.403","27.403","26.603","-2.92%"
"12/30/2024","27.403","27.403","27.403","27.403","-2.66%"
"12/27/2024","28.153","27.438","28.648","27.438","0.00%"
"12/26/2024","28.153","27.438","28.648","27.438","2.60%"
"12/25/2024","27.439","27.670","27.670","27.439","-0.83%"
"12/24/2024","27.670","27.478","27.670","27.478","0.70%"
"12/23/2024","27.478","27.305","27.478","27.305","0.63%"
"12/20/2024","27.305","27.443","27.557","27.304","0.00%"
"12/19/2024","27.304","27.443","27.443","27.304","-0.50%"
"12/18/2024","27.442","27.719","27.719","27.442","-1.00%"
"12/17/2024","27.720","27.188","27.720","27.188","1.96%"
"12/16/2024","27.188","27.085","27.188","27.085","0.38%"
"12/13/2024","27.086","27.377","27.377","27.085","0.00%"
"12/12/2024","27.085","27.377","27.377","27.085","-1.07%"
"12/11/2024","27.377","27.577","27.577","27.138","-0.73%"
"12/10/2024","27.577","27.501","27.587","27.501","0.27%"
"12/09/2024","27.502","27.015","27.502","27.015","1.81%"
"12/06/2024","27.014","27.398","27.398","27.014","0.00%"
"12/05/2024","27.014","27.398","27.398","27.014","-1.40%"
"12/04/2024","27.397","27.397","27.397","27.397","0.00%"
"12/03/2024","27.398","27.452","27.452","27.398","-0.20%"
"12/02/2024","27.453","26.790","27.453","26.790","2.47%"
"11/29/2024","26.791","26.504","27.024","26.504","0.00%"
"11/28/2024","26.791","26.504","26.791","26.504","1.09%"
"11/27/2024","26.503","26.808","26.808","26.503","-1.13%"
"11/26/2024","26.807","27.525","27.525","26.807","-2.61%"
"11/25/2024","27.524","27.192","27.524","27.192","1.22%"
"11/22/2024","27.191","26.371","27.423","26.371","0.00%"
"11/21/2024","27.191","26.371","27.191","26.371","3.11%"
"11/20/2024","26.372","26.372","26.372","26.372","0.00%"
"11/19/2024","26.371","26.549","26.549","26.371","-0.67%"
"11/18/2024","26.549","26.547","26.549","26.547","0.00%"
"11/15/2024","26.548","26.076","26.768","26.076","0.01%"
"11/14/2024","26.546","26.076","26.546","26.076","1.80%"
"11/13/2024","26.076","26.246","26.246","26.076","-8.81%"
"11/12/2024","28.594","28.819","28.819","28.594","-0.78%"
"11/11/2024","28.819","29.018","29.018","28.819","-0.69%"
"11/08/2024","29.018","29.027","29.381","29.018","0.00%"
"11/07/2024","29.018","29.027","29.027","29.018","-0.03%"
"11/06/2024","29.027","28.464","29.027","28.464","1.98%"
"11/05/2024","28.464","28.926","28.926","28.464","-1.60%"
"11/04/2024","28.927","28.542","28.927","28.542","1.35%"
"11/01/2024","28.542","27.818","28.890","27.818","0.00%"
"10/31/2024","28.543","27.818","28.543","27.818","2.61%"
"10/30/2024","27.816","28.406","28.406","27.816","-2.08%"
"10/29/2024","28.406","28.343","28.406","28.343","0.22%"
"10/28/2024","28.345","28.097","28.345","28.097","0.88%"
"10/25/2024","28.098","28.173","28.429","28.097","0.00%"
"10/24/2024","28.097","28.173","28.173","28.097","-0.27%"
"10/23/2024","28.173","28.073","28.173","28.073","0.36%"
"10/22/2024","28.072","28.083","28.083","28.072","-0.04%"
"10/21/2024","28.082","27.616","28.082","27.616","1.69%"
"10/18/2024","27.614","27.269","27.932","27.269","0.00%"
"10/17/2024","27.614","27.269","27.614","27.269","1.27%"
"10/16/2024","27.269","26.929","27.269","26.929","1.27%"
"10/15/2024","26.928","27.882","27.882","26.928","-3.43%"
"10/14/2024","27.883","26.642","27.883","26.642","4.66%"
"10/11/2024","26.642","27.538","27.538","26.642","0.00%"
"10/10/2024","26.642","27.538","27.538","26.642","-3.25%"
"10/09/2024","27.538","27.279","27.538","27.279","0.95%"
"10/08/2024","27.278","26.931","27.278","26.931","1.29%"
"10/07/2024","26.931","26.833","26.931","26.833","0.37%"
"10/04/2024","26.833","26.897","27.224","26.833","0.00%"
"10/03/2024","26.833","26.897","26.897","26.833","-0.24%"
"10/02/2024","26.898","26.486","26.898","26.486","1.56%"
"10/01/2024","26.486","25.995","26.486","25.995","1.89%"
"09/30/2024","25.994","27.395","27.395","25.994","-5.11%"
"09/27/2024","27.395","27.430","27.686","27.394","0.00%"
"09/26/2024","27.394","27.430","27.430","27.394","-0.13%"
"09/25/2024","27.430","27.412","27.430","27.412","0.07%"
"09/24/2024","27.412","27.511","27.511","27.412","-0.36%"
"09/23/2024","27.512","27.901","27.901","27.512","-1.40%"
"09/20/2024","27.903","26.556","28.191","26.556","0.00%"
"09/19/2024","27.902","26.556","27.902","26.556","5.06%"
"09/18/2024","26.557","26.924","26.924","26.557","-1.36%"
"09/17/2024","26.924","27.132","27.132","26.924","-0.77%"
"09/16/2024","27.132","26.698","27.132","26.698","1.63%"
"09/13/2024","26.698","26.449","27.059","26.449","0.00%"
"09/12/2024","26.697","26.449","26.697","26.449","0.94%"
"09/11/2024","26.449","26.639","26.639","26.449","-0.71%"
"09/10/2024","26.638","26.754","26.754","26.638","-0.43%"
"09/09/2024","26.754","27.148","27.148","26.754","-1.45%"
"09/06/2024","27.149","27.049","27.417","27.049","0.00%"
"09/05/2024","27.148","27.049","27.148","27.049","0.36%"
"09/04/2024","27.051","26.993","27.051","26.993","0.21%"
"09/03/2024","26.993","27.134","27.134","26.993","-0.52%"
"09/02/2024","27.134","26.776","27.134","26.776","1.34%"
"08/30/2024","26.776","26.761","27.036","26.761","0.00%"
"08/29/2024","26.777","26.761","26.777","26.761","0.06%"
"08/28/2024","26.762","26.903","26.903","26.762","-0.52%"
"08/27/2024","26.902","26.837","26.902","26.837","0.24%"
"08/26/2024","26.837","26.634","26.837","26.634","0.76%"
"08/23/2024","26.634","26.329","26.886","26.329","0.00%"
"08/22/2024","26.634","26.329","26.634","26.329","1.15%"
"08/21/2024","26.330","26.534","26.534","26.330","-0.76%"
"08/20/2024","26.532","26.735","26.735","26.532","-0.76%"
"08/19/2024","26.735","26.368","26.735","26.368","1.39%"
"08/16/2024","26.368","26.133","26.612","26.133","0.00%"
"08/15/2024","26.368","26.133","26.368","26.133","0.90%"
"08/14/2024","26.133","26.397","26.397","26.133","-1.00%"
"08/13/2024","26.396","26.828","26.828","26.396","-1.61%"
"08/12/2024","26.829","26.410","26.829","26.410","1.59%"
"08/09/2024","26.410","27.152","27.152","26.410","0.00%"
"08/08/2024","26.410","27.152","27.152","26.410","-2.73%"
"08/07/2024","27.152","26.688","27.152","26.688","1.74%"
"08/06/2024","26.688","26.985","26.985","26.688","-1.10%"
"08/05/2024","26.986","26.986","26.986","26.986","1.56%"
"08/02/2024","26.572","26.228","26.807","26.228","0.00%"
"08/01/2024","26.571","26.228","26.571","26.228","1.31%"
"07/31/2024","26.228","26.462","26.462","26.228","-0.88%"
"07/30/2024","26.462","26.348","26.462","26.348","0.44%"
"07/29/2024","26.347","26.764","26.764","26.347","-1.55%"
"07/26/2024","26.762","26.763","26.995","26.762","0.10%"
"07/24/2024","26.734","26.721","26.734","26.721","0.05%"
"07/23/2024","26.721","26.217","26.721","26.083","2.45%"
"07/22/2024","26.083","26.217","26.217","26.083","-0.51%"
"07/19/2024","26.217","25.748","26.441","25.748","0.00%"
"07/18/2024","26.217","25.748","26.217","25.748","1.83%"
"07/17/2024","25.747","26.330","26.330","25.747","-2.21%"
"07/16/2024","26.328","26.442","26.442","26.328","-0.43%"
"07/15/2024","26.442","26.273","26.442","26.273","0.65%"
"07/12/2024","26.272","26.272","26.491","26.272","1.25%"
"07/11/2024","25.947","25.947","25.947","25.947","-1.23%"
"07/10/2024","26.271","26.089","26.271","26.089","0.70%"
"07/09/2024","26.089","26.014","26.089","26.014","0.10%"
"07/08/2024","26.062","26.190","26.190","26.062","-0.49%"
"07/05/2024","26.190","26.299","26.572","26.190","0.00%"
"07/04/2024","26.190","26.299","26.299","26.190","-0.41%"
"07/03/2024","26.299","25.732","26.299","25.732","2.21%"
"07/02/2024","25.731","26.686","26.686","25.731","-3.58%"
"07/01/2024","26.686","26.281","26.686","26.281","1.54%"
"06/28/2024","26.281","26.077","26.561","26.077","0.00%"
"06/27/2024","26.281","26.077","26.281","26.077","0.78%"
"06/26/2024","26.077","26.077","26.077","26.077","0.00%"
"06/25/2024","26.076","26.292","26.292","26.076","-0.83%"
"06/24/2024","26.294","25.925","26.294","25.925","1.43%"
"06/21/2024","25.923","25.924","26.193","25.923","-1.05%"
"06/20/2024","26.197","25.924","26.197","26.197","0.03%"
"06/19/2024","26.190","25.925","26.190","26.190","0.04%"
"06/18/2024","26.179","25.924","26.179","26.179","0.00%"
"06/17/2024","26.179","25.891","26.179","26.179","0.98%"
"06/14/2024","25.924","25.891","26.366","25.891","0.00%"
"06/13/2024","25.925","25.891","25.925","25.891","0.14%"
"06/12/2024","25.890","25.889","25.890","25.889","0.01%"
"06/11/2024","25.888","25.688","25.888","25.688","0.77%"
"06/10/2024","25.689","26.260","26.260","25.689","-2.17%"
"06/07/2024","26.260","26.262","26.520","26.260","0.00%"
"06/06/2024","26.260","26.262","26.262","26.260","0.00%"
"06/05/2024","26.261","25.924","26.261","25.924","1.30%"
"06/04/2024","25.924","25.987","25.987","25.924","-0.24%"
"06/03/2024","25.987","26.448","26.448","25.987","-1.74%"
"05/31/2024","26.447","26.157","26.704","26.157","0.00%"
"05/30/2024","26.448","26.157","26.448","26.157","1.11%"
"05/29/2024","26.157","26.519","26.519","26.157","-1.37%"
"05/28/2024","26.519","26.057","26.519","26.057","1.77%"
"05/27/2024","26.058","25.890","26.058","25.890","0.65%"
"05/24/2024","25.889","26.186","26.186","25.889","0.00%"
"05/23/2024","25.890","26.186","26.186","25.890","-1.13%"
"05/22/2024","26.185","26.097","26.185","26.097","0.33%"
"05/21/2024","26.099","26.126","26.126","26.099","-0.10%"
"05/20/2024","26.126","26.234","26.234","26.126","-0.42%"
"05/17/2024","26.235","26.154","26.477","26.154","0.00%"
"05/16/2024","26.234","26.154","26.234","26.154","0.31%"
"05/15/2024","26.154","27.338","27.338","26.154","-4.34%"
"05/14/2024","27.340","26.232","27.340","26.232","4.22%"
"05/13/2024","26.232","26.166","26.232","26.166","0.26%"
"05/10/2024","26.164","25.961","26.403","25.961","-0.01%"
"05/09/2024","26.166","25.961","26.166","25.961","0.79%"
"05/08/2024","25.961","26.064","26.064","25.961","-0.39%"
"05/07/2024","26.063","26.333","26.333","26.063","0.35%"
