"Date","Price","Open","High","Low","Change %"
"05/06/2024","25.971","26.197","25.971","25.971","-0.59%"
"05/03/2024","26.125","26.197","26.514","26.125","0.00%"
"05/02/2024","26.125","26.197","26.197","26.125","-0.27%"
"05/01/2024","26.197","26.087","27.405","26.087","-3.85%"
"04/30/2024","27.245","26.087","27.245","26.087","4.44%"
"04/29/2024","26.087","26.001","26.087","26.001","0.33%"
"04/26/2024","26.001","26.854","26.854","26.001","0.90%"
"04/25/2024","25.769","26.854","25.769","25.769","-0.89%"
"04/24/2024","26.001","26.854","26.854","26.001","-3.18%"
"04/23/2024","26.855","26.582","26.855","26.582","1.03%"
"04/22/2024","26.581","26.354","26.581","26.354","0.86%"
"04/19/2024","26.354","26.781","26.781","26.353","0.00%"
"04/18/2024","26.353","26.781","26.781","26.353","-1.60%"
"04/17/2024","26.781","27.946","27.946","26.781","-4.18%"
"04/16/2024","27.948","26.288","27.948","26.288","6.31%"
"04/15/2024","26.289","26.866","26.866","26.289","-2.60%"
"04/12/2024","26.991","26.861","27.469","26.861","-1.35%"
"04/11/2024","27.360","26.861","27.360","27.360","0.00%"
"04/10/2024","27.360","26.861","27.360","27.360","0.18%"
"04/09/2024","27.311","26.861","27.311","27.175","1.68%"
"04/08/2024","26.861","26.488","26.861","26.488","1.40%"
"04/05/2024","26.489","26.489","26.763","26.488","0.00%"
"04/04/2024","26.488","26.489","26.489","26.488","-0.01%"
"04/03/2024","26.491","26.758","26.758","26.491","-1.00%"
"04/02/2024","26.759","25.866","26.759","25.866","3.46%"
"04/01/2024","25.865","26.796","26.796","25.865","-3.47%"
"03/29/2024","26.795","28.064","28.064","26.795","-0.01%"
"03/28/2024","26.797","28.064","28.064","26.797","-4.51%"
"03/27/2024","28.064","28.068","28.068","28.064","-0.01%"
"03/26/2024","28.066","28.070","28.070","28.066","-0.02%"
"03/25/2024","28.071","29.426","29.426","28.071","-4.60%"
"03/22/2024","29.426","29.437","29.718","29.426","0.00%"
"03/21/2024","29.426","29.437","29.437","29.426","-0.04%"
"03/20/2024","29.438","29.449","29.449","29.438","-0.04%"
"03/19/2024","29.449","29.460","29.460","29.449","-0.04%"
"03/18/2024","29.461","30.874","30.874","29.461","-4.57%"
"03/15/2024","30.873","31.803","31.803","30.873","0.00%"
"03/14/2024","30.873","31.803","31.803","30.873","-2.92%"
"03/13/2024","31.803","31.813","31.813","31.803","-0.03%"
"03/12/2024","31.813","31.823","31.823","31.813","-0.03%"
"03/11/2024","31.821","29.913","31.821","29.913","6.38%"
"03/08/2024","29.913","29.912","30.195","29.912","0.00%"
"03/07/2024","29.912","29.912","29.912","29.912","0.00%"
"03/06/2024","29.913","29.913","29.913","29.913","0.00%"
"03/05/2024","29.913","29.913","29.913","29.913","0.00%"
"03/04/2024","29.912","29.760","29.912","29.760","0.51%"
"03/01/2024","29.760","29.473","30.036","29.473","0.00%"
"02/29/2024","29.761","29.473","29.761","29.473","0.98%"
"02/28/2024","29.472","29.472","29.472","29.472","0.00%"
"02/27/2024","29.471","29.470","29.471","29.470","0.00%"
"02/26/2024","29.471","28.644","29.471","28.644","2.88%"
"02/23/2024","28.645","28.644","28.904","28.644","0.00%"
"02/22/2024","28.644","28.644","28.644","28.644","-0.01%"
"02/21/2024","28.646","28.646","28.646","28.646","0.00%"
"02/20/2024","28.646","28.647","28.647","28.646","0.00%"
"02/19/2024","28.647","28.509","28.647","28.509","0.48%"
"02/16/2024","28.509","28.075","28.763","28.075","0.00%"
"02/15/2024","28.510","28.075","28.510","28.075","1.55%"
"02/14/2024","28.075","28.075","28.075","28.075","0.00%"
"02/13/2024","28.074","28.074","28.074","28.074","0.00%"
"02/12/2024","28.074","27.628","28.074","27.628","1.62%"
"02/09/2024","27.627","27.629","27.868","27.627","0.00%"
"02/08/2024","27.628","27.629","27.629","27.628","0.00%"
"02/07/2024","27.629","27.630","27.630","27.629","-0.01%"
"02/06/2024","27.631","27.633","27.633","27.631","0.00%"
"02/05/2024","27.632","27.618","27.632","27.618","0.05%"
"02/02/2024","27.617","27.643","27.854","27.617","0.00%"
"02/01/2024","27.618","27.643","27.643","27.618","-0.10%"
"01/31/2024","27.645","27.648","27.648","27.645","-0.01%"
"01/30/2024","27.648","27.652","27.652","27.648","-0.01%"
"01/29/2024","27.652","27.663","27.663","27.652","-0.04%"
"01/26/2024","27.663","27.669","27.972","27.663","1.26%"
"01/25/2024","27.320","27.669","27.320","27.320","-1.24%"
"01/24/2024","27.664","27.669","27.669","27.664","-0.01%"
"01/23/2024","27.667","27.672","27.672","27.667","-0.02%"
"01/22/2024","27.672","27.672","27.672","27.672","2.15%"
"01/19/2024","27.090","27.160","27.160","27.090","0.00%"
"01/18/2024","27.090","27.160","27.160","27.090","-0.26%"
"01/17/2024","27.160","27.210","27.210","27.160","-0.18%"
"01/16/2024","27.210","27.190","27.210","27.190","0.07%"
"01/15/2024","27.190","27.050","27.190","27.050","0.52%"
"01/12/2024","27.050","27.030","27.050","27.030","0.00%"
"01/11/2024","27.050","27.030","27.050","27.030","0.07%"
"01/10/2024","27.030","26.980","27.030","26.980","0.19%"
"01/09/2024","26.980","27.300","27.300","26.980","-1.17%"
"01/08/2024","27.300","27.210","27.300","27.210","0.33%"
"01/05/2024","27.210","27.140","27.210","27.140","0.00%"
"01/04/2024","27.210","27.140","27.210","27.140","0.26%"
"01/03/2024","27.140","27.140","27.140","27.140","0.00%"
"01/02/2024","27.140","26.400","27.140","26.400","-1.59%"
"01/01/2024","27.578","26.450","27.634","27.578","4.26%"
"12/29/2023","26.450","26.060","26.450","26.060","0.00%"
"12/28/2023","26.450","26.060","26.450","26.060","1.50%"
"12/27/2023","26.060","26.420","26.420","26.060","-1.36%"
"12/26/2023","26.420","26.830","26.830","26.420","-1.53%"
"12/25/2023","26.830","26.810","26.830","26.810","0.07%"
"12/22/2023","26.810","26.780","26.810","26.780","0.00%"
"12/21/2023","26.810","26.780","26.810","26.780","0.11%"
"12/20/2023","26.780","26.760","26.780","26.760","0.07%"
"12/19/2023","26.760","26.640","26.760","26.640","0.45%"
"12/18/2023","26.640","26.410","26.640","26.410","0.87%"
"12/15/2023","26.410","26.390","26.410","26.390","0.08%"
"12/14/2023","26.390","26.390","26.390","26.390","0.00%"
"12/13/2023","26.390","26.360","26.390","26.360","0.11%"
"12/12/2023","26.360","26.350","26.360","26.350","0.04%"
"12/11/2023","26.350","26.110","26.350","26.110","0.92%"
"12/08/2023","26.110","26.090","26.110","26.090","0.00%"
"12/07/2023","26.110","26.090","26.110","26.090","0.08%"
"12/06/2023","26.090","26.070","26.090","26.070","0.08%"
"12/05/2023","26.070","26.130","26.130","26.070","-0.23%"
"12/04/2023","26.130","25.920","26.130","25.920","0.81%"
"12/01/2023","25.920","25.900","25.920","25.900","0.00%"
"11/30/2023","25.920","25.900","25.920","25.900","0.08%"
"11/29/2023","25.900","25.880","25.900","25.880","0.08%"
"11/28/2023","25.880","25.960","25.960","25.880","-0.31%"
"11/27/2023","25.960","25.900","25.960","25.900","0.23%"
"11/24/2023","25.900","25.880","25.900","25.880","0.00%"
"11/23/2023","25.900","25.880","25.900","25.880","0.08%"
"11/22/2023","25.880","25.860","25.880","25.860","0.08%"
"11/21/2023","25.860","25.850","25.860","25.850","0.04%"
"11/20/2023","25.850","25.750","25.850","25.750","0.39%"
"11/17/2023","25.750","25.610","25.750","25.610","0.00%"
"11/16/2023","25.750","25.610","25.750","25.610","0.55%"
"11/15/2023","25.610","25.580","25.610","25.580","0.12%"
"11/14/2023","25.580","25.560","25.580","25.560","0.08%"
"11/13/2023","25.560","25.400","25.560","25.400","0.63%"
"11/10/2023","25.400","25.270","25.400","25.270","0.00%"
"11/09/2023","25.400","25.270","25.400","25.270","0.51%"
"11/08/2023","25.270","25.210","25.270","25.210","0.24%"
"11/07/2023","25.210","25.310","25.310","25.210","-0.40%"
"11/06/2023","25.310","25.290","25.310","25.290","0.08%"
"11/03/2023","25.290","25.280","25.290","25.280","0.00%"
"11/02/2023","25.290","25.280","25.290","25.280","0.04%"
"11/01/2023","25.280","25.310","25.310","25.280","-0.12%"
"10/31/2023","25.310","25.320","25.320","25.310","-0.04%"
"10/30/2023","25.320","25.490","25.490","25.320","-0.67%"
"10/27/2023","25.490","25.660","25.660","25.490","0.00%"
"10/26/2023","25.490","25.660","25.660","25.490","-0.66%"
"10/25/2023","25.660","25.640","25.660","25.640","0.08%"
"10/24/2023","25.640","25.670","25.670","25.640","-0.12%"
"10/23/2023","25.670","25.580","25.670","25.580","0.35%"
"10/20/2023","25.580","25.450","25.580","25.450","0.00%"
"10/19/2023","25.580","25.450","25.580","25.450","0.51%"
"10/18/2023","25.450","25.440","25.450","25.440","0.04%"
"10/17/2023","25.440","25.510","25.510","25.440","-0.27%"
"10/16/2023","25.510","25.490","25.510","25.490","0.08%"
"10/13/2023","25.490","25.480","25.490","25.480","0.00%"
"10/12/2023","25.490","25.480","25.490","25.480","0.04%"
"10/11/2023","25.480","25.490","25.490","25.480","-0.04%"
"10/10/2023","25.490","25.480","25.490","25.480","0.04%"
"10/09/2023","25.480","25.460","25.480","25.460","0.08%"
"10/06/2023","25.460","25.460","25.460","25.460","0.00%"
"10/05/2023","25.460","25.460","25.460","25.460","0.00%"
"10/04/2023","25.460","25.460","25.460","25.460","0.00%"
"10/03/2023","25.460","25.440","25.460","25.440","0.08%"
"10/02/2023","25.440","25.370","25.440","25.370","1.13%"
"09/29/2023","25.156","25.148","25.445","25.148","-2.89%"
"09/28/2023","25.904","25.567","25.904","25.567","3.01%"
"09/27/2023","25.148","25.043","25.241","25.043","0.39%"
"09/26/2023","25.051","25.043","25.051","25.043","0.03%"
"09/25/2023","25.043","25.009","25.043","25.009","0.14%"
"09/22/2023","25.007","25.431","25.431","25.007","0.00%"
"09/21/2023","25.008","25.431","25.431","25.008","-1.66%"
"09/20/2023","25.431","26.104","26.104","25.431","-2.58%"
"09/19/2023","26.104","25.398","26.104","25.398","2.78%"
"09/18/2023","25.398","25.374","25.398","25.374","0.09%"
"09/15/2023","25.374","25.389","25.649","25.372","0.01%"
"09/14/2023","25.372","25.389","25.389","25.372","-0.07%"
"09/13/2023","25.389","25.371","25.389","25.371","0.08%"
"09/12/2023","25.369","25.913","25.913","25.369","-2.10%"
"09/11/2023","25.912","25.806","25.912","25.806","0.41%"
"09/08/2023","25.805","25.427","26.079","25.427","0.00%"
"09/07/2023","25.805","25.427","25.805","25.427","1.48%"
"09/06/2023","25.428","25.283","25.428","25.283","0.58%"
"09/05/2023","25.282","25.282","25.282","25.282","-2.02%"
"09/04/2023","25.802","24.946","25.802","24.946","3.43%"
"09/01/2023","24.946","25.002","25.206","24.946","0.00%"
"08/31/2023","24.947","25.002","25.002","24.947","-0.22%"
"08/30/2023","25.001","26.557","26.557","25.001","-5.86%"
"08/29/2023","26.558","26.525","26.558","26.525","0.13%"
"08/28/2023","26.524","25.715","26.524","25.715","3.15%"
"08/25/2023","25.714","24.881","25.974","24.881","0.00%"
"08/24/2023","25.713","24.881","25.713","24.881","3.34%"
"08/23/2023","24.881","24.775","24.881","24.775","0.43%"
"08/22/2023","24.775","24.730","24.775","24.730","0.19%"
"08/21/2023","24.728","24.711","24.728","24.711","0.07%"
"08/18/2023","24.711","24.669","24.955","24.669","0.00%"
"08/17/2023","24.710","24.669","24.710","24.669","0.17%"
"08/16/2023","24.668","24.890","24.890","24.668","-0.89%"
"08/15/2023","24.889","24.886","24.889","24.886","0.02%"
"08/14/2023","24.885","24.821","24.885","24.821","0.25%"
"08/11/2023","24.822","24.740","25.060","24.740","0.01%"
"08/10/2023","24.820","24.740","24.820","24.740","0.33%"
"08/09/2023","24.739","24.517","24.739","24.517","0.90%"
"08/08/2023","24.518","24.518","24.518","24.518","-0.11%"
"08/07/2023","24.545","24.663","24.663","24.545","-0.48%"
"08/04/2023","24.663","24.069","24.896","24.069","0.00%"
"08/03/2023","24.663","24.069","24.663","24.069","2.46%"
"08/02/2023","24.070","24.070","24.070","24.070","0.00%"
"08/01/2023","24.070","24.071","24.071","24.070","-0.01%"
"07/31/2023","24.072","24.073","24.073","24.072","-0.01%"
"07/28/2023","24.074","24.065","24.296","24.065","0.00%"
"07/27/2023","24.073","24.065","24.073","24.065","0.03%"
"07/26/2023","24.066","24.068","24.068","24.066","0.00%"
"07/25/2023","24.067","24.067","24.067","24.067","0.00%"
"07/24/2023","24.067","24.064","24.067","24.064","0.01%"
"07/21/2023","24.064","24.067","24.357","24.064","-1.03%"
"07/20/2023","24.315","23.993","24.315","23.991","1.03%"
"07/19/2023","24.067","24.066","24.210","24.066","0.00%"
"07/18/2023","24.066","24.066","24.066","24.066","0.00%"
"07/17/2023","24.066","23.990","24.066","23.990","0.32%"
"07/14/2023","23.990","23.847","24.203","23.847","0.00%"
"07/13/2023","23.990","23.847","23.990","23.847","0.60%"
"07/12/2023","23.846","24.101","24.101","23.846","-1.05%"
"07/11/2023","24.099","23.204","24.099","23.204","3.85%"
"07/10/2023","23.205","24.111","24.111","23.205","-3.75%"
"07/07/2023","24.109","23.644","24.320","23.644","-0.01%"
"07/06/2023","24.111","23.644","24.111","23.644","1.98%"
"07/05/2023","23.644","24.317","24.317","23.644","-2.77%"
"07/04/2023","24.318","24.324","24.324","24.318","0.47%"
"07/03/2023","24.204","24.154","24.204","24.128","-0.60%"
"06/30/2023","24.351","23.943","24.584","23.943","0.81%"
"06/29/2023","24.154","24.161","24.161","24.154","-0.03%"
"06/28/2023","24.161","24.167","24.167","24.161","-0.02%"
"06/27/2023","24.167","23.906","24.167","23.906","0.26%"
"06/26/2023","24.104","23.943","24.104","23.943","0.67%"
"06/23/2023","23.943","23.684","24.142","23.684","0.00%"
"06/22/2023","23.942","23.684","23.942","23.684","1.09%"
"06/21/2023","23.683","23.812","23.812","23.683","-0.54%"
"06/20/2023","23.811","24.625","24.625","23.811","-3.99%"
"06/19/2023","24.800","24.470","24.800","24.470","1.35%"
"06/16/2023","24.470","24.390","24.470","24.390","0.00%"
"06/15/2023","24.470","24.390","24.470","24.390","0.33%"
"06/14/2023","24.390","24.420","24.420","24.390","-0.12%"
"06/13/2023","24.420","24.520","24.520","24.420","-0.41%"
"06/12/2023","24.520","24.720","24.720","24.520","-0.81%"
"06/09/2023","24.720","24.640","24.720","24.640","0.00%"
"06/08/2023","24.720","24.640","24.720","24.640","0.32%"
"06/07/2023","24.640","24.640","24.640","24.640","0.00%"
"06/06/2023","24.640","24.480","24.640","24.480","0.65%"
"06/05/2023","24.480","24.760","24.760","24.480","-1.13%"
"06/02/2023","24.760","24.740","24.760","24.740","0.00%"
"06/01/2023","24.760","24.740","24.760","24.740","0.08%"
"05/31/2023","24.740","24.740","24.740","24.740","0.00%"
"05/30/2023","24.740","24.550","24.740","24.550","0.77%"
"05/29/2023","24.550","24.460","24.550","24.460","0.37%"
"05/26/2023","24.460","24.470","24.470","24.460","0.00%"
"05/25/2023","24.460","24.470","24.470","24.460","-0.04%"
"05/24/2023","24.470","24.460","24.470","24.460","0.04%"
"05/23/2023","24.460","24.470","24.470","24.460","-0.04%"
"05/22/2023","24.470","24.410","24.470","24.410","0.25%"
"05/19/2023","24.410","24.410","24.410","24.410","0.00%"
"05/18/2023","24.410","24.410","24.410","24.410","0.00%"
"05/17/2023","24.410","24.430","24.430","24.410","-0.08%"
"05/16/2023","24.430","24.410","24.430","24.410","0.08%"
"05/15/2023","24.410","24.570","24.570","24.410","-0.65%"
"05/12/2023","24.570","24.570","24.570","24.570","0.00%"
"05/11/2023","24.570","24.570","24.570","24.570","0.00%"
"05/10/2023","24.570","24.850","24.850","24.570","-1.13%"
"05/09/2023","24.850","24.900","24.900","24.850","-0.20%"
"05/08/2023","24.900","24.550","24.900","24.550","1.43%"
"05/05/2023","24.550","24.550","24.550","24.550","-4.16%"
"05/04/2023","25.615","25.615","25.615","25.615","4.34%"
"05/03/2023","24.550","24.540","24.550","24.540","0.04%"
"05/02/2023","24.540","24.490","24.540","24.490","0.20%"
"05/01/2023","24.490","24.490","24.490","24.490","0.00%"
"04/28/2023","24.490","24.640","24.640","24.490","0.00%"
"04/27/2023","24.490","24.640","24.640","24.490","-0.61%"
"04/26/2023","24.640","24.020","24.640","24.020","-1.61%"
"04/25/2023","25.044","25.028","25.044","25.028","0.06%"
"04/24/2023","25.028","25.028","25.028","25.028","4.20%"
"04/21/2023","24.020","24.020","24.020","24.020","0.00%"
"04/20/2023","24.020","24.020","24.020","24.020","0.00%"
"04/19/2023","24.020","24.000","24.020","24.000","0.08%"
"04/18/2023","24.000","23.890","24.000","23.890","-3.62%"
"04/17/2023","24.902","24.888","24.902","24.888","4.23%"
"04/14/2023","23.890","23.880","23.890","23.880","0.00%"
"04/13/2023","23.890","23.880","23.890","23.880","0.04%"
"04/12/2023","23.880","23.850","23.880","23.850","0.13%"
"04/11/2023","23.850","23.850","23.850","23.850","0.42%"
"04/10/2023","23.750","23.240","23.750","23.240","2.19%"
"04/07/2023","23.240","23.220","23.240","23.220","0.00%"
"04/06/2023","23.240","23.220","23.240","23.220","0.09%"
"04/05/2023","23.220","23.190","23.220","23.190","0.13%"
"04/04/2023","23.190","23.160","23.190","23.160","0.13%"
"04/03/2023","23.160","23.260","23.260","23.160","-0.43%"
"03/31/2023","23.260","22.990","23.260","22.990","0.00%"
"03/30/2023","23.260","22.990","23.260","22.990","1.17%"
"03/29/2023","22.990","23.090","23.090","22.990","-0.43%"
"03/28/2023","23.090","23.110","23.110","23.090","-0.09%"
"03/27/2023","23.110","23.260","23.260","23.110","-0.64%"
"03/24/2023","23.260","23.260","23.260","23.260","0.00%"
"03/23/2023","23.260","23.260","23.260","23.260","0.00%"
"03/22/2023","23.260","23.140","23.260","23.140","0.52%"
"03/21/2023","23.140","23.170","23.170","23.140","-0.13%"
"03/20/2023","23.170","22.990","23.170","22.990","0.78%"
"03/17/2023","22.990","22.860","22.990","22.860","0.00%"
"03/16/2023","22.990","22.860","22.990","22.860","0.57%"
"03/15/2023","22.860","22.960","22.960","22.860","-0.44%"
"03/14/2023","22.960","22.950","22.960","22.950","0.04%"
"03/13/2023","22.950","22.830","22.950","22.830","0.53%"
"03/10/2023","22.830","22.820","22.830","22.820","0.00%"
"03/09/2023","22.830","22.820","22.830","22.820","0.04%"
"03/08/2023","22.820","22.900","22.900","22.820","-0.35%"
"03/07/2023","22.900","22.890","22.900","22.890","0.04%"
"03/06/2023","22.890","22.900","22.900","22.890","-0.04%"
"03/03/2023","22.900","22.630","22.900","22.630","0.00%"
"03/02/2023","22.900","22.630","22.900","22.630","1.19%"
"03/01/2023","22.630","22.720","22.720","22.630","-0.40%"
"02/28/2023","22.720","22.730","22.730","22.720","-0.04%"
"02/27/2023","22.730","22.600","22.730","22.600","0.58%"
"02/24/2023","22.600","22.590","22.600","22.590","0.00%"
"02/23/2023","22.600","22.590","22.600","22.590","0.04%"
"02/22/2023","22.590","22.470","22.590","22.470","0.53%"
"02/21/2023","22.470","22.610","22.610","22.470","-0.62%"
"02/20/2023","22.610","22.450","22.610","22.450","0.71%"
"02/17/2023","22.450","22.430","22.450","22.430","0.00%"
"02/16/2023","22.450","22.430","22.450","22.430","0.09%"
"02/15/2023","22.430","22.390","22.430","22.390","0.18%"
"02/14/2023","22.390","22.300","22.390","22.300","0.40%"
"02/13/2023","22.300","22.280","22.300","22.280","0.09%"
"02/10/2023","22.280","22.320","22.320","22.280","0.00%"
"02/09/2023","22.280","22.320","22.320","22.280","-0.18%"
"02/08/2023","22.320","22.290","22.320","22.290","0.13%"
"02/07/2023","22.290","22.340","22.340","22.290","-0.22%"
"02/06/2023","22.340","22.190","22.340","22.190","0.68%"
"02/03/2023","22.190","22.120","22.190","22.120","0.00%"
"02/02/2023","22.190","22.120","22.190","22.120","0.32%"
"02/01/2023","22.120","22.390","22.390","22.120","-1.21%"
"01/31/2023","22.390","22.160","22.390","22.160","1.04%"
"01/30/2023","22.160","22.060","22.160","22.060","0.45%"
"01/27/2023","22.060","22.060","22.060","22.060","1.34%"
"01/26/2023","21.769","21.769","21.769","21.769","-1.32%"
"01/25/2023","22.060","22.140","22.140","22.060","-0.23%"
"01/24/2023","22.110","22.140","22.140","22.110","-0.14%"
"01/23/2023","22.140","22.140","22.140","22.140","1.23%"
"01/20/2023","21.870","20.550","21.870","20.550","0.00%"
"01/19/2023","21.870","20.550","21.870","20.550","6.42%"
"01/18/2023","20.550","20.490","20.550","20.490","0.29%"
"01/17/2023","20.490","20.490","20.490","20.490","0.00%"
"01/16/2023","20.490","19.990","20.490","19.990","2.50%"
"01/13/2023","19.990","19.970","19.990","19.970","0.00%"
"01/12/2023","19.990","19.970","19.990","19.970","0.10%"
"01/11/2023","19.970","19.900","19.970","19.900","0.35%"
"01/10/2023","19.900","19.970","19.970","19.900","-0.35%"
"01/09/2023","19.970","18.460","19.970","18.460","8.18%"
"01/06/2023","18.460","18.560","18.560","18.460","0.00%"
"01/05/2023","18.460","18.560","18.560","18.460","-0.54%"
"01/04/2023","18.560","18.650","18.650","18.560","-1.49%"
"01/03/2023","18.840","18.920","18.920","18.840","-0.42%"
"01/02/2023","18.920","18.720","18.920","18.720","1.07%"
"12/30/2022","18.720","18.700","18.720","18.700","0.00%"
"12/29/2022","18.720","18.700","18.720","18.700","0.11%"
"12/28/2022","18.700","18.690","18.700","18.690","0.05%"
"12/27/2022","18.690","18.580","18.690","18.580","0.59%"
"12/26/2022","18.580","18.540","18.580","18.540","0.22%"
"12/23/2022","18.540","18.520","18.540","18.520","0.00%"
"12/22/2022","18.540","18.520","18.540","18.520","0.11%"
"12/21/2022","18.520","18.520","18.520","18.520","0.00%"
"12/20/2022","18.520","18.580","18.580","18.520","-0.32%"
"12/19/2022","18.580","18.440","18.580","18.440","0.76%"
"12/16/2022","18.440","18.600","18.600","18.440","0.00%"
"12/15/2022","18.440","18.600","18.600","18.440","-0.86%"
"12/14/2022","18.600","18.680","18.680","18.600","-0.43%"
"12/13/2022","18.680","18.590","18.680","18.590","0.48%"
"12/12/2022","18.590","18.580","18.590","18.580","0.05%"
"12/09/2022","18.580","18.650","18.650","18.580","0.00%"
"12/08/2022","18.580","18.650","18.650","18.580","-0.38%"
"12/07/2022","18.650","18.240","18.650","18.240","2.25%"
"12/06/2022","18.240","18.250","18.250","18.240","-0.05%"
"12/05/2022","18.250","18.310","18.310","18.250","-0.33%"
"12/02/2022","18.310","18.810","18.810","18.310","-2.66%"
"12/01/2022","18.810","18.810","18.810","18.810","0.00%"
"11/30/2022","18.810","19.230","19.230","18.810","-2.18%"
"11/29/2022","19.230","19.220","19.230","19.220","0.05%"
"11/28/2022","19.220","18.680","19.220","18.680","2.89%"
"11/25/2022","18.680","18.700","18.700","18.680","0.00%"
"11/24/2022","18.680","18.700","18.700","18.680","-0.11%"
"11/23/2022","18.700","18.720","18.720","18.700","-0.11%"
"11/22/2022","18.720","18.720","18.720","18.720","0.00%"
"11/21/2022","18.720","18.470","18.720","18.470","1.35%"
"11/18/2022","18.470","18.520","18.520","18.470","0.00%"
"11/17/2022","18.470","18.520","18.520","18.470","-0.27%"
"11/16/2022","18.520","18.530","18.530","18.520","-0.05%"
"11/15/2022","18.530","18.630","18.630","18.530","-0.54%"
"11/14/2022","18.630","18.360","18.630","18.360","1.47%"
"11/11/2022","18.360","18.420","18.420","18.360","0.00%"
"11/10/2022","18.360","18.420","18.420","18.360","-0.33%"
"11/09/2022","18.420","18.430","18.430","18.420","-0.05%"
"11/08/2022","18.430","18.450","18.450","18.430","-0.11%"
"11/07/2022","18.450","18.360","18.450","18.360","0.49%"
"11/04/2022","18.360","18.360","18.360","18.360","0.66%"
"11/03/2022","18.240","18.330","18.330","18.240","-0.49%"
"11/02/2022","18.330","18.330","18.330","18.330","0.00%"
"11/01/2022","18.330","18.330","18.330","18.330","0.00%"
"10/31/2022","18.330","18.230","18.330","18.230","0.55%"
"10/28/2022","18.230","18.160","18.230","18.160","0.00%"
"10/27/2022","18.230","18.160","18.230","18.160","0.39%"
"10/26/2022","18.160","18.040","18.160","18.040","0.67%"
"10/25/2022","18.040","18.160","18.160","18.040","-0.66%"
"10/24/2022","18.160","17.780","18.160","17.780","2.14%"
"10/21/2022","17.780","17.820","17.820","17.780","0.00%"
"10/20/2022","17.780","17.820","17.820","17.780","-0.22%"
"10/19/2022","17.820","17.750","17.820","17.750","0.39%"
"10/18/2022","17.750","17.800","17.800","17.750","-0.28%"
"10/17/2022","17.800","17.680","17.800","17.680","0.68%"
"10/14/2022","17.680","17.740","17.740","17.680","0.00%"
"10/13/2022","17.680","17.740","17.740","17.680","-0.34%"
"10/12/2022","17.740","17.750","17.750","17.740","-0.06%"
"10/11/2022","17.750","17.740","17.750","17.740","0.06%"
"10/10/2022","17.740","17.670","17.740","17.670","0.40%"
"10/07/2022","17.670","17.660","17.680","17.660","-1.93%"
"10/06/2022","18.017","18.028","18.028","18.017","1.91%"
"10/05/2022","17.680","17.660","17.680","17.660","0.11%"
"10/04/2022","17.660","17.690","17.690","17.660","-0.17%"
"10/03/2022","17.690","17.720","17.720","17.690","-0.17%"
"09/30/2022","17.720","17.700","17.720","17.700","0.00%"
"09/29/2022","17.720","17.720","17.720","17.720","0.80%"
"09/28/2022","17.580","17.580","17.580","17.580","0.51%"
"09/27/2022","17.490","17.490","17.490","17.490","-0.74%"
"09/26/2022","17.620","17.620","17.620","17.620","1.26%"
"09/23/2022","17.400","17.400","17.400","17.400","0.00%"
"09/22/2022","17.400","17.400","17.400","17.400","-0.46%"
"09/21/2022","17.480","17.480","17.480","17.480","1.92%"
"09/20/2022","17.150","17.150","17.150","17.150","0.00%"
"09/19/2022","17.150","17.150","17.150","17.150","-0.52%"
"09/16/2022","17.240","17.240","17.240","17.240","0.00%"
"09/15/2022","17.240","17.240","17.240","17.240","-0.06%"
"09/14/2022","17.250","17.250","17.250","17.250","0.06%"
"09/13/2022","17.240","17.240","17.240","17.240","0.06%"
"09/12/2022","17.230","17.230","17.230","17.230","-0.69%"
"09/09/2022","17.350","17.350","17.350","17.350","0.00%"
"09/08/2022","17.350","17.350","17.350","17.350","0.00%"
"09/07/2022","17.350","17.350","17.350","17.350","0.00%"
"09/06/2022","17.350","17.350","17.350","17.350","-1.42%"
"09/05/2022","17.600","17.600","17.600","17.600","0.57%"
"09/02/2022","17.500","17.500","17.500","17.500","0.00%"
"09/01/2022","17.500","17.500","17.500","17.500","0.06%"
"08/31/2022","17.490","17.490","17.490","17.490","0.81%"
"08/30/2022","17.350","17.350","17.350","17.350","-0.29%"
"08/29/2022","17.400","17.400","17.400","17.400","0.87%"
"08/26/2022","17.250","17.250","17.250","17.250","0.00%"
"08/25/2022","17.250","17.250","17.250","17.250","-0.23%"
"08/24/2022","17.290","17.290","17.290","17.290","-0.17%"
"08/23/2022","17.320","17.320","17.320","17.320","-0.17%"
"08/22/2022","17.350","17.350","17.350","17.350","0.99%"
"08/19/2022","17.180","17.180","17.180","17.180","0.00%"
"08/18/2022","17.180","17.180","17.180","17.180","0.47%"
"08/17/2022","17.100","17.100","17.100","17.100","2.06%"
"08/16/2022","16.755","16.755","16.755","16.755","3.56%"
"08/15/2022","16.179","16.179","16.179","16.179","-2.64%"
"08/12/2022","16.617","16.617","16.617","16.617","0.00%"
"08/11/2022","16.617","16.617","16.617","16.617","1.20%"
"08/10/2022","16.420","16.420","16.420","16.420","-1.55%"
"08/09/2022","16.679","16.679","16.679","16.679","-0.12%"
"08/08/2022","16.699","16.699","16.699","16.699","1.19%"
"08/05/2022","16.503","16.503","16.503","16.503","0.00%"
"08/04/2022","16.503","16.503","16.503","16.503","0.96%"
"08/03/2022","16.346","16.346","16.346","16.346","0.02%"
"08/02/2022","16.343","16.343","16.343","16.343","1.11%"
"08/01/2022","16.164","16.164","16.164","16.164","-0.39%"
