date,return,return_lag1,return_lag2,dist_to_ma5,macd_hist,bb_pb,bb_bandwidth,rsi,label,rolling_volatility
2015-02-23,0.0036416605972322547,0.0021897810218978186,-0.019327129563350143,0.00029036004645766056,-0.04244010752049111,0.16324756787245145,0.1949088178175901,20.216606498194906,0,
2015-02-24,-0.0007256894049345597,0.0036416605972322547,0.0021897810218978186,-0.0014503263234227903,-0.03651414451781171,0.1906941870373873,0.19420346100293376,14.942528735632237,0,
2015-02-25,-0.012345679012345734,-0.0007256894049345597,0.0036416605972322547,-0.008457276173811645,-0.03332161101148423,0.16645946014282262,0.1959471940834188,15.918367346938794,0,
2015-02-26,-0.01764705882352935,-0.012345679012345734,-0.0007256894049345597,-0.021101992966002348,-0.03312452418355444,0.1275670090338718,0.2024539574080559,14.772727272727295,0,
2015-03-01,-0.010479041916167664,-0.01764705882352935,-0.012345679012345734,-0.02406614498745019,-0.03303865252070798,0.126284506234989,0.2102806029449417,15.000000000000028,1,
2015-03-02,0.01815431164901682,-0.010479041916167664,-0.01764705882352935,-0.001631805370122974,-0.026487481881952088,0.23368115160233743,0.21102621830142887,23.684210526315837,1,
2015-03-03,0.012630014858840966,0.01815431164901682,-0.010479041916167664,0.013081611416679184,-0.017357814795219917,0.30981837949707164,0.20091580242935425,32.12851405622493,0,
2015-03-04,-0.0044020542920030215,0.012630014858840966,0.01815431164901682,0.00907198096371209,-0.010963572240005076,0.3041810937515707,0.18147687259420042,31.872509960159363,1,
2015-03-05,0.010316875460574915,-0.0044020542920030215,0.012630014858840966,0.014203284509543002,-0.0031918355337283016,0.3776660191408503,0.1647487786011293,34.48275862068972,1,
2015-03-08,0.026258205689277947,0.010316875460574915,-0.0044020542920030215,0.027907656341320752,0.008785590575293392,0.5678064455943767,0.14340917122951308,51.42857142857145,1,
2015-03-09,0.022032693674484793,0.026258205689277947,0.010316875460574915,0.03662053056516723,0.021900607263923372,0.7712028760760038,0.12691880875562572,63.82113821138213,1,
2015-03-10,0.020862308762169546,0.022032693674484793,0.026258205689277947,0.04246555886947867,0.034821106237946764,0.9666126342261764,0.1214824839150141,64.25702811244976,0,
2015-03-11,-0.021117166212534122,0.020862308762169546,0.022032693674484793,0.008987501755371108,0.03648625488910354,0.7947367503088126,0.11851179163065599,63.24110671936759,0,
2015-03-12,0.002087682672234026,-0.021117166212534122,0.020862308762169546,0.0013908205841446364,0.0367100820971934,0.8198624689163326,0.11689160411140749,63.24110671936759,0,
2015-03-15,0.004861111111111205,0.002087682672234026,-0.021117166212534122,0.0006915629322268302,0.036615556615980885,0.8681854243949456,0.11575656407374688,63.5294117647059,0,
2015-03-16,-0.022805805114029076,0.004861111111111205,0.002087682672234026,-0.018873161254510107,0.029438567127800186,0.6570730630893644,0.1166875579218574,56.44599303135888,0,0.26098165064475193
2015-03-17,0.0007072135785006761,-0.022805805114029076,0.004861111111111205,-0.010904515587865204,0.023915323095328532,0.6487529241774928,0.11697287711863374,60.14760147601478,0,0.25509906789015724
2015-03-18,-0.010600706713780994,0.0007072135785006761,-0.022805805114029076,-0.016301292861158,0.016941873343862674,0.5555882323226702,0.11704535857282342,62.213740458015224,1,0.2526379335870615
2015-03-19,0.00642857142857145,-0.010600706713780994,0.0007072135785006761,-0.0056457304163727295,0.01346906512399039,0.5991902655265564,0.11652976880148845,66.92607003891045,0,0.24848211300392845
2015-03-22,-0.023420865862313733,0.00642857142857145,-0.010600706713780994,-0.019104647847162926,0.005197093806735269,0.3947703054745121,0.11631061954157838,55.63909774436086,1,0.2557409147540928
2015-03-23,0.005087209302325535,-0.023420865862313733,0.00642857142857145,-0.009737934984963448,0.0011433128431222322,0.4363005298053693,0.1160531057730624,53.90624999999997,1,0.2554985501654259
2015-03-24,0.00867678958785234,0.005087209302325535,-0.023420865862313733,0.0017233950883239757,0.0007938653825070204,0.5049699119408715,0.11545592227277901,57.25190839694653,0,0.25597312386724314
2015-03-25,-0.02150537634408589,0.00867678958785234,0.005087209302325535,-0.014867205542725137,-0.004361917381953448,0.316091549552301,0.11483669031929733,48.9208633093525,0,0.25502683652934965
2015-03-26,-0.015384615384615441,-0.02150537634408589,0.00867678958785234,-0.020836368934868177,-0.010719005439699888,0.17779371352799644,0.1131434561757464,38.0228136882129,0,0.2579905731389325
2015-03-29,0.0029761904761906877,-0.015384615384615441,-0.02150537634408589,-0.013899049012435882,-0.013218601270759352,0.1772546451688418,0.10685730343434538,30.93220338983052,1,0.2580281464817278
2015-03-30,0.014836795252225476,0.0029761904761906877,-0.015384615384615441,0.0029325513196483133,-0.010417463843917743,0.2971209932597403,0.10318454231451274,27.876106194690294,1,0.2422160169676286
2015-03-31,0.011695906432748648,0.014836795252225476,0.0029761904761906877,0.016301953297106708,-0.005097469011596009,0.39870058600147235,0.10095521238483438,37.440758293838904,0,0.23649104815613353
2015-04-01,-0.005780346820809301,0.011695906432748648,0.014836795252225476,0.008797653958944274,-0.0025486244912866635,0.3308585248373744,0.098237551100199,35.18518518518519,0,0.229897321883073
2015-04-02,-0.039970930232558044,-0.005780346820809301,0.011695906432748648,-0.028247756363101173,-0.00985969157723686,0.0034670149461422483,0.10922344057792101,26.13636363636367,0,0.25143982175299784
2015-04-05,-0.037850113550340736,-0.039970930232558044,-0.005780346820809301,-0.054315476190476164,-0.022094476336801692,-0.12934829570658965,0.13597974050253864,24.555160142348782,0,0.2727737975707736
2015-04-06,-0.04248623131392615,-0.037850113550340736,-0.039970930232558044,-0.0736794032577257,-0.037404069294047264,-0.17865457403414298,0.17300764584853,20.35928143712576,1,0.295659599297416
2015-04-07,0.033689400164338634,-0.04248623131392615,-0.037850113550340736,-0.023746701846965812,-0.037592571237146086,0.05181798585306763,0.18001205254301203,30.2777777777778,0,0.3151193574469454
2015-04-08,-0.0015898251192367763,0.033689400164338634,-0.04248623131392615,-0.006800569349992069,-0.035522663322360856,0.09763249975507829,0.18895408897292668,28.328611898017,1,0.3138322914569458
2015-04-09,0.0071656050955415385,-0.0015898251192367763,0.033689400164338634,0.00925482687091117,-0.03019355492093928,0.16856499583934687,0.19122675052778418,33.13069908814592,1,0.3116285807088614
2015-04-14,0.007114624505928813,0.0071656050955415385,-0.0015898251192367763,0.01594896331738438,-0.023032186244842864,0.22832845025853402,0.18638414518777535,33.534743202416934,0,0.311459494361978
2015-04-15,-0.016483516483516536,0.007114624505928813,0.0071656050955415385,-0.006501744370440932,-0.020148628816571826,0.17961084355049559,0.1892986165695181,29.11764705882355,0,0.3090758488217434
2015-04-16,0.0031923383878693645,-0.016483516483516536,0.007114624505928813,-0.003172085646312328,-0.015798791378821758,0.22322182951008074,0.1880068756972932,32.802547770700684,0,0.3063393617947206
2015-04-19,-0.010342084327764622,0.0031923383878693645,-0.016483516483516536,-0.011600190688065948,-0.01361381680565682,0.20242607823110362,0.18915931355638532,33.66013071895429,0,0.3071402638788198
2015-04-20,-0.01607717041800638,-0.010342084327764622,0.0031923383878693645,-0.02111324376199608,-0.014060022506348732,0.156789269249822,0.189094748473732,30.74534161490685,0,0.3069375640060469
2015-04-21,0.0008169934640522847,-0.01607717041800638,-0.010342084327764622,-0.012574560696437254,-0.012527640046673283,0.19428474615046573,0.1920283930038099,26.402640264026417,0,0.2940231049188107
2015-04-22,0.0016326530612245094,0.0008169934640522847,-0.01607717041800638,-0.006799417192812296,-0.009636783163867596,0.2291930085940331,0.19011410964083553,22.83737024221452,1,0.2838308449394804
2015-04-23,0.011409942950285412,0.0016326530612245094,0.0008169934640522847,0.007141697776334999,-0.003982711858029175,0.30525179532747587,0.17929396929983415,27.118644067796637,0,0.27756494188480707
2015-04-26,-0.02014504431909747,0.011409942950285412,0.0016326530612245094,-0.008641774009457093,-0.003518346578900766,0.2236456826807623,0.17675936858435684,30.188679245283026,0,0.27710156966891836
2015-04-27,-0.04523026315789491,-0.02014504431909747,0.011409942950285412,-0.0436573311367382,-0.011426432990711832,0.048961621874282095,0.18916930998378848,29.629629629629633,0,0.29905436844032496
2015-04-28,-0.03962101636520232,-0.04523026315789491,-0.02014504431909747,-0.06459731543624159,-0.022610615594846048,-0.03839110988280108,0.21067553273909753,30.534351145038187,1,0.31128883620135805
2015-04-29,0.020627802690583064,-0.03962101636520232,-0.04523026315789491,-0.03082950093680803,-0.023472726661223256,0.09057470706948258,0.21197348184792655,25.4098360655738,1,0.31924893678027916
2015-04-30,0.01581722319859402,0.020627802690583064,-0.03962101636520232,-0.0010369858278602706,-0.018617024334546622,0.17420944663847143,0.19576409467142472,30.769230769230774,0,0.32536963363358073
2015-05-03,-0.019896193771626325,0.01581722319859402,0.020627802690583064,-0.006663159740487479,-0.017364157642317524,0.0904326838393878,0.1789362477067829,25.912408759124077,0,0.327493437713684
2015-05-04,0.0026478375992939895,-0.019896193771626325,0.01581722319859402,0.00035223670306439026,-0.01397270148190366,0.1336542932654922,0.17401357011511132,24.25373134328359,1,0.32634562810537465
2015-05-05,0.02376760563380298,0.0026478375992939895,-0.019896193771626325,0.01554313657003159,-0.005304101418780238,0.284294716627729,0.17251225627219735,33.57664233576651,1,0.33420882861018164
2015-05-06,0.013757523645743452,0.02376760563380298,0.0026478375992939895,0.022195248829547376,0.004358559389415373,0.3710453571141244,0.17392618593799142,36.363636363636324,1,0.3374956031974953
2015-05-07,0.01526717557251911,0.013757523645743452,0.02376760563380298,0.030475206611570327,0.014468032911147927,0.4705968611866704,0.16962580776609887,41.92439862542956,0,0.3403590729558744
2015-05-10,-0.001670843776107045,0.01526717557251911,0.013757523645743452,0.017887563884156688,0.02089241528948839,0.4749898444749719,0.16493987324603637,44.688644688644665,0,0.3367681485237392
2015-05-11,-0.012552301255229992,-0.001670843776107045,0.01526717557251911,-0.002367264119039425,0.02241122017065883,0.4168365794107446,0.15788652970883746,42.160278745644625,0,0.3360503052047236
2015-05-12,-0.011864406779661163,-0.012552301255229992,-0.001670843776107045,-0.014703396991718742,0.020894716838528157,0.36137710612235185,0.14727020084568024,39.79933110367896,0,0.3360838521145825
2015-05-13,-0.029159519725557304,-0.011864406779661163,-0.012552301255229992,-0.035775127768313486,0.014105401630995745,0.19662975684460354,0.14543533034617492,32.915360501567406,0,0.33815245069286726
2015-05-14,-0.05388692579505294,-0.029159519725557304,-0.011864406779661163,-0.06772284122562666,-0.0002580405009468406,-0.059237262857482674,0.15820092068596295,29.577464788732414,0,0.3608689938083503
2015-05-17,-0.0037348272642392377,-0.05388692579505294,-0.029159519725557304,-0.05003561253561262,-0.008918945782684179,-0.0016212216398293377,0.16941893900250296,34.53947368421055,1,0.3610396239170025
2015-05-18,0.08341143392689787,-0.0037348272642392377,-0.05388692579505294,0.03361945636623753,0.0022890298459596753,0.4647357932635658,0.16340788590900407,55.90778097982709,1,0.43597412885113873
2015-05-19,0.04671280276816603,0.08341143392689787,-0.0037348272642392377,0.07345635202271095,0.019403803163420358,0.7579312056246398,0.16032530086932897,59.52380952380951,0,0.44777733495881933
2015-05-20,0.0,0.04671280276816603,0.08341143392689787,0.058802940147007376,0.030093455646638095,0.7688897245100431,0.1566264223344101,57.49999999999999,1,0.43037692250794457
2015-05-21,0.05950413223140494,0.0,0.04671280276816603,0.08185654008438825,0.04837497828172806,1.0947350633938127,0.17180662928147283,68.21515892420538,1,0.45372360255319816
2015-05-24,0.027301092043681585,0.05950413223140494,0.0,0.06639676113360315,0.06405223850461615,1.122786924627101,0.204524925576456,70.52154195011337,0,0.4599632551508487
2015-05-25,-0.008352315869400107,0.027301092043681585,0.05950413223140494,0.032411067193675924,0.06930428983091153,0.9860341169974163,0.22851039464917489,66.82352941176468,0,0.46064215917777934
2015-05-26,0.0,-0.008352315869400107,0.027301092043681585,0.016975548979909716,0.06945996008464411,0.9228435442287776,0.24148341871362322,65.52567237163815,0,0.46034540205297797
2015-05-27,-0.009188361408882129,0.0,-0.008352315869400107,-0.005380476556494984,0.06421351533493379,0.8392108141189136,0.2501169895767138,62.03473945409427,0,0.4583877593985754
2015-05-28,-0.01391035548686248,-0.009188361408882129,0.0,-0.01831050930912448,0.05468913712543742,0.7530277148510496,0.2545086063094194,59.665871121718375,0,0.4605050148784516
2015-05-31,-0.027429467084639447,-0.01391035548686248,-0.009188361408882129,-0.033940526233847024,0.03996618739570791,0.6223601057191843,0.24975221711467632,56.94760820045556,0,0.4667509380973804
2015-06-01,-0.016116035455277955,-0.027429467084639447,-0.01391035548686248,-0.036762385610602744,0.025217244439609408,0.5426791337369304,0.24333212223086056,56.179775280898895,1,0.4667628244931717
2015-06-02,0.020475020475020367,-0.016116035455277955,-0.027429467084639447,-0.007645747053201646,0.018822679277513934,0.614141558648627,0.24131543671453665,63.07339449541285,0,0.4704038749156822
2015-06-03,0.004815409309791185,0.020475020475020367,-0.016116035455277955,0.0038486209108403724,0.014724686119748417,0.6220782956891245,0.24077685381216898,73.753280839895,0,0.470532333034362
2015-06-04,-0.016773162939297093,0.004815409309791185,0.020475020475020367,-0.005814892586011866,0.007654414186388521,0.5446090397642527,0.2401918001389695,70.60301507537692,0,0.47224875362143987
2015-06-07,-0.01705930138099121,-0.016773162939297093,0.004815409309791185,-0.017857142857143127,-0.0009256351213478842,0.4701909321650462,0.23948264501134434,58.18181818181818,0,0.4711797447214954
2015-06-08,-0.015702479338842834,-0.01705930138099121,-0.016773162939297093,-0.028548123980424056,-0.00965987218431319,0.402851892853008,0.23850162629493732,46.77966101694917,0,0.45386371736381065
2015-06-09,0.0033585222502097167,-0.015702479338842834,-0.01705930138099121,-0.01710807698634642,-0.014098325315332174,0.4105958986798012,0.23548689138479006,47.49163879598662,0,0.4370218259931747
2015-06-10,-0.0016736401673639323,0.0033585222502097167,-0.015702479338842834,-0.00913621262458475,-0.016600124463055012,0.38882069263693686,0.226010414198756,30.5676855895196,0,0.43382780927942877
2015-06-11,-0.012573344509639539,-0.0016736401673639323,0.0033585222502097167,-0.012904307021954109,-0.019930521906371797,0.2880537713279333,0.19615888680380694,16.74641148325351,0,0.4337332517000707
2015-06-14,-0.0373514431239389,-0.012573344509639539,-0.0016736401673639323,-0.03751485316584624,-0.028493468112822655,0.027578163283203748,0.16908942510256258,14.462809917355301,1,0.44386671325059535
2015-06-15,0.006172839506172867,-0.0373514431239389,-0.012573344509639539,-0.023283684300633434,-0.031146603116397602,0.07497646175483669,0.1732564307385001,16.867469879517998,1,0.4441392813849553
2015-06-16,0.024539877300613355,0.006172839506172867,-0.0373514431239389,0.005159071367153878,-0.026313187314186765,0.22426912398365517,0.17888086671973122,26.415094339622584,0,0.4444960681718057
2015-06-17,-0.0034217279726260763,0.024539877300613355,0.006172839506172867,0.006566442025228936,-0.022424291176719457,0.22501150013606505,0.18487744854474233,27.888446215139396,0,0.44284389284847303
2015-06-18,-0.0034334763948499214,-0.0034217279726260763,0.024539877300613355,0.0060658578856152,-0.019280154532789463,0.23554584848629195,0.1868472664409193,31.818181818181742,0,0.44054179639579316
2015-06-21,-0.02497846683893179,-0.0034334763948499214,-0.0034217279726260763,-0.018723994452149673,-0.02097646344634011,0.1405411109831942,0.1838420428125746,30.5676855895196,0,0.4461535614738815
2015-06-22,-0.024734982332155542,-0.02497846683893179,-0.0034334763948499214,-0.03681730937009242,-0.02539982624997708,0.06326893843482742,0.18668418439887743,19.39655172413785,0,0.4501719726107559
2015-06-23,-0.0063405797101449,-0.024734982332155542,-0.02497846683893179,-0.030747481887259287,-0.02767035776470446,0.07150748295329337,0.18518509135872416,16.738197424892633,1,0.4493865765212423
2015-06-24,0.00911577028258903,-0.0063405797101449,-0.024734982332155542,-0.011783610069630246,-0.025517563235425436,0.14311050154788843,0.17823505178233842,22.072072072072046,1,0.44266877542509336
2015-06-25,0.0072267389340558985,0.00911577028258903,-0.0063405797101449,0.0036003600360035026,-0.02098722837562566,0.20313717855296917,0.16969746540610262,27.272727272727224,1,0.4129080378302723
2015-06-28,0.014349775784753493,0.0072267389340558985,0.00911577028258903,0.018185091825711153,-0.013795465271760177,0.3042559437152902,0.16458563728824643,35.43689320388346,0,0.41417880631287346
2015-06-29,-0.02652519893899208,0.014349775784753493,0.0072267389340558985,-0.008286795172041228,-0.013106223730043304,0.18347393279612592,0.16752306229866218,29.741379310344826,0,0.34354973221416
2015-07-02,-0.020890099909173565,-0.02652519893899208,0.014349775784753493,-0.025668835864063655,-0.015308121338876879,0.10322583540351768,0.16649323003735808,27.272727272727266,0,0.3160516724820579
2015-07-05,-0.011131725417439564,-0.020890099909173565,-0.02652519893899208,-0.02932070661081776,-0.01730059394200656,0.07174838043802048,0.1610150973167641,27.60000000000001,0,0.3165798457496731
2015-07-06,-0.05534709193245779,-0.011131725417439564,-0.020890099909173565,-0.06464796581831689,-0.02701312521541563,-0.12096708987160654,0.18003713116254086,26.037735849056617,0,0.2902080377480176
2015-07-07,-0.03177755710029806,-0.05534709193245779,-0.011131725417439564,-0.06734264396403311,-0.03640073573516324,-0.12305565766323123,0.21027983803585706,21.379310344827573,0,0.27828975548895135
2015-07-08,-0.026666666666666505,-0.03177755710029806,-0.05534709193245779,-0.06502463054187191,-0.04398894938109042,-0.08991539662222313,0.24574373879130168,11.805555555555571,1,0.2824799535395843
2015-07-09,0.007376185458377149,-0.026666666666666505,-0.03177755710029806,-0.034928326266909004,-0.044337636719387494,0.015489234982006614,0.2668390605771751,14.089347079037807,1,0.28563842483086216
2015-07-12,0.007322175732217495,0.007376185458377149,-0.026666666666666505,-0.007216494845360799,-0.040029396011876245,0.0915196200846381,0.278169909121015,16.32653061224491,0,0.2901129770250336
2015-07-13,-0.01661474558670828,0.007322175732217495,0.007376185458377149,-0.011482254697286032,-0.036849438918861166,0.0922832997717132,0.29183943839723525,17.081850533807824,1,0.2905647333572063
2015-07-14,0.02534318901795163,-0.01661474558670828,0.007322175732217495,0.014417049728374431,-0.027654951786544202,0.2022853046884308,0.3014920459819905,25.99277978339353,1,0.30263008123589713
2015-07-15,0.037075180226570525,0.02534318901795163,-0.01661474558670828,0.03943022295623466,-0.01306830443670809,0.3331109081088614,0.29986866511177923,35.29411764705884,1,0.3283567234807876
2015-07-16,0.029791459781529195,0.037075180226570525,0.02534318901795163,0.05279187817258868,0.003142509481254635,0.44539760305892406,0.28598303248817986,39.26380368098157,0,0.3359543428307762
2015-07-21,0.000964320154291487,0.029791459781529195,0.037075180226570525,0.038000000000000034,0.014581149439106267,0.46778758990673014,0.2697925874807585,37.931034482758655,1,0.33507286034208694
2015-07-22,0.006743737957610518,0.000964320154291487,0.029791459781529195,0.02491173009023151,0.02341648155864967,0.5141557411648335,0.2510112824815615,36.1290322580645,0,0.33544183358017743
2015-07-26,0.00382775119617218,0.006743737957610518,0.000964320154291487,0.013330757341576405,0.029593245079756303,0.5479200600479412,0.23842919092714476,40.8450704225352,0,0.33450130577406373
2015-07-27,-0.04575786463298381,0.00382775119617218,0.006743737957610518,-0.03191489361702127,0.02486666824651214,0.3713252698620189,0.23344723286158117,37.54045307443366,1,0.353997100833587
2015-07-28,0.024975024975024906,-0.04575786463298381,0.00382775119617218,-0.005621244427214567,0.02591526813886806,0.4894861822457008,0.22658046154989295,43.788819875776376,1,0.3641149166708067
2015-07-29,0.025341130604288553,0.024975024975024906,-0.04575786463298381,0.01681809394935252,0.03063971213253551,0.6182751716719317,0.2167912781572447,57.78546712802766,1,0.37441149766088133
2015-07-30,0.014258555133079831,0.025341130604288553,0.024975024975024906,0.02694898941289714,0.03547938913489229,0.7081678946373821,0.20514678393505775,66.91176470588236,0,0.37708474805213826
2015-08-02,0.00281162136832247,0.014258555133079831,0.025341130604288553,0.025690184049079745,0.03801539509523262,0.7622737840732601,0.1859223496882166,74.29718875502004,0,0.3630123032591062
2015-08-03,-0.010280373831775713,0.00281162136832247,0.014258555133079831,0.003981797497155881,0.036506368607093234,0.729507192168896,0.1748171337945796,70.35573122529641,1,0.36305170667485154
2015-08-04,0.013220018885741425,-0.010280373831775713,0.00281162136832247,0.008269122345423874,0.03671066167822998,0.8119600053516727,0.1735192114451729,71.15384615384613,0,0.3572349975650315
2015-08-05,-0.016775396085740857,0.013220018885741425,-0.010280373831775713,-0.009203606311044332,0.03245090774794493,0.7159299333061826,0.171388524730052,70.61068702290078,0,0.3595889573126733
2015-08-09,-0.029383886255924252,-0.016775396085740857,0.013220018885741425,-0.030486650255633463,0.023331077817199945,0.5332997982604013,0.17106190274071698,59.85130111524162,1,0.36760542924705525
2015-08-10,0.013671875000000222,-0.029383886255924252,-0.016775396085740857,-0.011240236235473211,0.019244927798212033,0.5978929817011328,0.16652831504179494,56.275303643724705,0,0.3654226013076865
2015-08-11,0.0028901734104045396,0.013671875000000222,-0.029383886255924252,-0.004970368954311022,0.016612912883634902,0.5961720811518002,0.15253211418938376,50.909090909090914,0,0.35962477558903994
2015-08-12,-0.029779058597502295,0.0028901734104045396,0.013671875000000222,-0.02283281733746123,0.009208668577277146,0.3696162882803324,0.13905540218193158,44.39999999999998,0,0.3685544806391548
2015-08-13,-0.011881188118811892,-0.029779058597502295,0.0028901734104045396,-0.023674427704950318,0.0024125407692234813,0.2555698882675408,0.1286424948056279,40.78431372549021,0,0.3678335931507126
2015-08-16,-0.027054108216432726,-0.011881188118811892,-0.029779058597502295,-0.04013444049031223,-0.006203326179016422,-0.0005010758383891882,0.1173697758986429,35.97122302158276,1,0.37278482591127093
2015-08-17,0.016477857878475666,-0.027054108216432726,-0.011881188118811892,-0.014379868184541733,-0.008179214045525997,0.10531931735816381,0.11141970038963807,47.15447154471545,0,0.3737612008290264
2015-08-18,-0.03546099290780147,0.016477857878475666,-0.027054108216432726,-0.03212688084587245,-0.014546715500208834,-0.07869380438324185,0.1303175790920363,35.546874999999986,0,0.37924402739984026
2015-08-19,-0.005252100840336005,-0.03546099290780147,0.016477857878475666,-0.02471678681771383,-0.018196524694097452,-0.011204119178074791,0.1491238892008944,27.65957446808511,0,0.3760867724722281
2015-08-20,-0.010559662090813271,-0.005252100840336005,-0.03546099290780147,-0.022736754276178606,-0.020760687893677472,0.014901256017841698,0.16792993739169818,21.739130434782595,0,0.37599662329066713
2015-08-23,-0.07577374599786546,-0.010559662090813271,-0.005252100840336005,-0.07656216677329919,-0.032839405874069,-0.16619291414555168,0.2154772602277973,15.771812080536904,0,0.40385727793756715
2015-08-24,-0.024249422632794615,-0.07577374599786546,-0.010559662090813271,-0.07081592258632075,-0.04166809392081233,-0.09909930443176566,0.2600603722267208,15.25974025974024,1,0.40004221686695374
2015-08-25,0.05088757396449717,-0.024249422632794615,-0.07577374599786546,-0.009591791211242429,-0.03701485752887543,0.11571972574785287,0.280541830203536,22.551928783382778,1,0.424979866560021
2015-08-26,0.01013513513513531,0.05088757396449717,-0.024249422632794615,0.011730205278592587,-0.029854741566242515,0.1842289891527407,0.29415516969128724,25.91463414634147,1,0.4255757983636443
2015-08-27,0.04013377926421402,0.01013513513513531,0.05088757396449717,0.0532851659516822,-0.01683767351959989,0.32708668744476016,0.2936045487774046,36.336336336336345,0,0.44197589375097207
2015-08-30,-0.011789924973204746,0.04013377926421402,0.01013513513513531,0.027870680044593144,-0.008788783593568189,0.3097978906104088,0.2891081591102153,32.424242424242394,1,0.44068324279434246
2015-08-31,0.029284164859002315,-0.011789924973204746,0.04013377926421402,0.03399433427762055,0.002208450090708844,0.4232538208382039,0.2768329944174577,37.005649717514146,0,0.4428354620795406
2015-09-01,0.0010537407797679421,0.029284164859002315,-0.011789924973204746,0.02128574500107505,0.010049243897539514,0.44455909422758055,0.26471680793018953,40.74074074074074,0,0.42843012550645615
2015-09-02,-0.011578947368421022,0.0010537407797679421,0.029284164859002315,0.00042616663115269127,0.013436382423144669,0.4212858080571403,0.24480891299588273,40.86687306501548,1,0.41877226674194606
2015-09-03,0.018104366347178047,-0.011578947368421022,0.0010537407797679421,0.013570822731128196,0.01858697180964232,0.5162281798365875,0.22642962546732148,47.60383386581469,0,0.42309331527440563
2015-09-06,-0.01778242677824282,0.018104366347178047,-0.011578947368421022,-0.00802873441791696,0.01874672867087049,0.4548966009205396,0.21627663754728765,42.35668789808918,0,0.42446052556609726
2015-09-07,-0.030883919062832832,-0.01778242677824282,0.018104366347178047,-0.030677460587984706,0.013685897799191007,0.33171115701951953,0.20094276317946594,43.1818181818182,0,0.4313264945233888
2015-09-08,-0.04505494505494512,-0.030883919062832832,-0.01778242677824282,-0.05809668328636475,0.003545679574381816,0.13368500000094852,0.18794052285080184,38.66279069767443,1,0.43074476077745544
2015-09-09,0.03222094361334871,-0.04505494505494512,-0.030883919062832832,-0.018814263837234613,0.002482923097893261,0.3115702177504171,0.17506976156645068,44.47513812154699,0,0.43551588935309604
2015-09-10,-0.01449275362318847,0.03222094361334871,-0.04505494505494512,-0.017559457657257194,0.00018525783080670932,0.2514529232517544,0.16540427703616417,52.960526315789465,1,0.42734048655073126
2015-09-13,0.006787330316742279,-0.01449275362318847,0.03222094361334871,0.0,0.0004657039524365164,0.31138710959856836,0.16087261329988276,57.7854671280277,1,0.424891034131168
2015-09-14,0.020224719101123556,0.006787330316742279,-0.01449275362318847,0.020683453237410276,0.004387625752772822,0.45552047874445223,0.14514204242489226,53.7878787878788,0,0.43086975179521514
2015-09-15,-0.007709251101321701,0.020224719101123556,0.006787330316742279,0.005580357142856984,0.006123592784195775,0.41918744334465086,0.1405323488786108,50.76335877862592,1,0.43066541938321534
